"","A7_tophat","B7_tophat","C7_tophat","D7_tophat","E7_tophat","G7_tophat","H7_tophat","A8_tophat","B8_tophat","C8_tophat","D8_tophat","E8_tophat","F8_tophat","G8_tophat","H8_tophat","A9_tophat","B9_tophat","C9_tophat","D9_tophat","E9_tophat","F9_tophat","G9_tophat","H9_tophat","A10_tophat","B10_tophat","C10_tophat","D10_tophat","E10_tophat","F10_tophat","G10_tophat","H10_tophat","A11_tophat","B11_tophat","C11_tophat","D11_tophat","E11_tophat","F11_tophat","H11_tophat","A12_tophat","B12_tophat","C12_tophat","D12_tophat","E12_tophat","F12_tophat","G12_tophat","H12_tophat","B1_tophat","C1_tophat","D1_tophat","F1_tophat","A2_tophat","C2_tophat","D2_tophat","E2_tophat","F2_tophat","G2_tophat","H2_tophat","C3_tophat","E3_tophat","F3_tophat","G3_tophat","H3_tophat","B4_tophat","D4_tophat","F4_tophat","C5_tophat","D5_tophat","E5_tophat","F5_tophat","G5_tophat","A6_tophat","B6_tophat","D6_tophat","G6_tophat","A1S1","A2S9","A3S17","A4S25","A5S33","A6S41","B1S2","B2S10","B3S18","B4S26","B5S34","B6S42","C1S3","C2S11","C3S19","C4S27","C5S35","C6S43","D1S4","D2S12","D3S20","D4S28","D5S36","D6S44","E1S5","E2S13","E3S21","E4S29","E5S37","E6S45","F1S6","F2S14","F3S22","F4S30","F5S38","F6S46","G1S7","G2S15","G3S23","G4S31","G5S39","G6S47","H1S8","H2S16","H3S24","H4S32","H5S40","H6S48","A7S49","A8S57","A10S73","A11S81","A12S89","B7S50","B8S58","B9S66","B10S74","B11S82","B12S90","C8S59","C9S67","C10S75","C11S83","C12S91","D7S52","D8S60","D10S76","D11S84","D12S92","E7S53","E9S69","E11S85","E12S93","F7S54","F8S62","F9S70","F10S78","F11S86","F12S94","G7S55","G9S71","G10S79","G11S87","G12S95","H7S56","H8S64","H9S72","H11S88"
"ASNS",0,4.90597417523579,2.87126771587691,4.34426472248439,0,0.159017397534518,0,0,0,0,0,69.5277582535142,0,2.27859512124074,0,2.79025951542461,72.4509255455291,0,13.1817489238333,4.85675380414061,2.86877588680264,0.185197440625819,1.68413203006151,6.50610440287831,0,26.8974354006745,0.716162751279577,0,0,13.3805562180341,21.4980860657065,4.770382754284,1.16063942550763,0,4.23657326995261,0.427228847879448,0,21.0769782621267,1.50361604138487,53.4426948290628,48.112332761613,32.5967619978529,45.7701830701334,35.4747290640871,6.75517138476604,6.62473178324215,47.7734743432089,0.967930226014031,0,0,0,45.6584755679373,3.68105737857852,33.6286323820539,0,0,0,0.214190665571437,0,0.513930975338873,0,19.1513353843137,7.71652785820989,0,1.17406738693846,0,2.45372396226217,0,71.8852571321199,0,0,0,0,0,5.14724101126042,89.9553745590293,0,0,0,6.50612828944332,0,5.17521868815062,3.46751358258662,0,0,0,34.4417092289152,2.07768774442576,115.650088771054,9.66636212792783,3.64743652416369,13.9757596329212,0,0,58.0014344099292,38.3349363190253,141.906801810931,0.37617858655572,42.2159610169026,0,1.10277129293119,0.228137857396932,4.13299131177032,65.1535362610053,230.938488870901,0,29.8715938068355,0.950095585672778,0,80.5125017407146,0,0,103.944910009412,0,6.0269275892374,32.9714911020592,74.0486456164918,1.25706219110289,0,162.276403082259,2.20735359874873,0,0,0.628270144136888,0,0,0,34.1147082309781,38.6277172357288,0,0,7.56242744694886,194.251070448695,0,0,0,1.25895718926779,0,102.955498802231,0.642640370735245,0,0,6.2240030339703,0,0,0,0,0,0,0,1.62750336158785,0,262.145241984121,0,0,0,0,140.87726146494,133.200195486874,0,0.237716243691974,0
"MGAT4A",0,0,0,0,0,0.073564123158492,0,0,0,0,0,0.904632485453872,0,0,0,0.0860547327187031,8.07902037423584,0,0,0.118253474326099,1.88012064543958,0,0,9.02950003577036,0,0,0,0,8.75696684379895,4.32559136380768,11.6858171102491,0.601870721334897,0.178977107671737,0,0.734966274051358,0,0,0,1.09308268963159,0,2.11497314271141,0,5.4642726848878,0,0,0.255392697251158,0,0,0,0,0,0,0,0,0,0,2.57604840600214,0,0,5.30981956296378,0.815926580054265,0.218758763476065,3.38191161911707,0,0.108628664772811,0,0,0,2.12834107097716,0.530254227632116,11.9648449683885,0,0,0,0,0,6.03694002089551,0,0,0,1.76920704404059,0.140831954405418,0,4.03377455583718,0.106071355524632,2.91704956374014,0,9.13114637211415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.312641158115,0,1.48621627691811,0,0,12.2948152948324,0,0,1.11526323613926,0,0.235437451136355,0,0,6.85535842949915,0,0,0,0,0.0871087443456211,0,0.0918117861432215,0,0.18909874926258,0,0,0,0,0,0.466823829444383,0,0,0,0,0,0.496139802622865,0,0,0,0,47.6823640420733,0,4.08098040896313,0,45.6054089642585,0,0,0,0,0,0.391536590478462,0.219339355148372,5.64765892193517,0,0,0,0
"SLC6A15",0.269517303644462,6.84481449884494,0.104051748696305,0.0918351143504345,0.303122046959443,0,0,27.736911246954,0.121284996824038,1.45657409679461,0,0,7.76964730998913,0,0,0,0.11973173991125,30.0312958210806,11.1916607967702,0,0.121288355309814,4.04024003114508,0,0.110028072409456,0,0,94.832230937716,0,0.124722638615819,6.05245439345262,0,14.9614327585675,25.3203384064877,14.650425606604,7.79159668049663,0,0,0,153.987264274396,4.06159720179269,36.6695816885549,0,14.5534364983321,0,0,0.933618674611339,0,25.6341125144959,0.0932342983437782,0,0,0.14661150488552,0,0,0,28.6149678144549,0,0,0,0,0,0,0,19.9361692914347,36.0968562411954,0.228709059933297,0,0,11.0870790842925,0,0,25.1655426171188,0,0,1.30571453736278,0.0889638322109329,1.24136770586829,11.7235635849473,0,0,0,13.2825655391731,0,68.7609933886136,0,0,0,0,0,0,12.4248539315733,0,7.66263685406307,2.81479576963141,0,10.7144487926884,0,10.4968862510893,0,0,17.9035503382611,72.8034122888504,0,26.7547423727316,0,0,0,0,0,1.394797729457,0.576420015831935,0,7.09247351835117,0,0,0,0,32.9511775238707,0,0,7.83923493645133,15.4074189022605,0,0,160.300921888748,0,0,2.16349255735405,58.0669476724314,0,0,0,0.112760169313052,0,0,0,0,24.3073244451317,0,17.9322351485484,0,0,0,5.10665541553026,0,0,42.6526086335221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH3A2",0.183260913992723,15.5945863218054,14.8577098585624,13.987496295563,13.1910903235601,60.3426325397171,14.1550232270742,4.35230371915101,0.494813484797219,14.1487390693969,0,15.8902611894344,0.66038091440505,22.8671153564194,0,7.5722034209053,0,5.03755077877947,12.9924758193051,0.881818923463169,21.2775690241345,35.39416503681,0.497985012539482,17.5066301607262,0,35.7282083057885,7.16467760969219,36.1956339698697,21.0319802882148,10.2329493377384,0,7.18106247044146,6.80664603459966,10.7694048572126,21.5572653929978,17.6859642307846,1.22293160753135,8.48285539084743,5.03888851055481,15.0775123077117,24.3330235994776,0,0,10.989112260926,9.80358979384627,29.582756706684,2.14631432610431,0.400693432574803,0,0,0,0,7.19593414296226,0,0,8.37930312168709,5.37870289758726,0.591122450129008,0,0.472781476461655,9.24826305420653,1.30503137201456,6.72506507502915,0.410781586692592,18.7930786502108,0.62205180587712,4.30931233267043,0,1.38872029962221,20.1660026960633,0.217614948128862,12.0144965233021,0,10.7586441805983,0,0,5.62720036406456,5.51876619622592,0,0,0,11.7620963871386,2.99050894579979,2.48486553346732,0,0,0.208447536353607,0.537561884471316,0,0,0,0.117592193695373,31.4477886745951,5.20593796627869,5.01876226698833,0,0,9.73289997157581,3.79048120259813,0,14.4562608161934,9.91641811155488,0.150081725209986,16.0190240757679,0,1.14856994621721,3.43497884490869,7.31994426951472,0.51151151690073,3.5226519438639,0.261294933613144,0,7.15611079342128,8.46145398288666,11.4352480451672,0,0,0.289102888924856,0,12.235414665882,15.4834385738465,0.340696730165534,0,0,0,0,3.69707023619313,0,0.987079656790345,0,0,0,0,0,0.139244648522515,0,0,39.4835599864322,0,3.10372308523751,0,0,0,0,0,0,0,0,5.12442611288816,6.44762478017756,0,1.89037940443953,0,1.64750203517299,0,2.48174288474636,0,0,0,0,0,0
"HSD17B10",2.1225394110332,77.0074517800864,8.19442515966151,94.7434459404149,0,98.4802586838772,219.330978372188,7.00120207138965,0,78.6583603984324,1.8225844199688,13.8899624672379,6.11885856762462,54.6249754177265,0,53.5129232985112,73.5483621852322,23.9632192090749,25.7965149617691,60.2583645810402,11.4622390813504,43.657597561698,0.961282279810892,50.2574683605299,1.29326100314221,44.1929113385039,38.6294334249614,5.66513655419825,3.92893090470136,106.924444755771,97.7066320792347,62.3786372712652,63.3771582260375,85.2334808276198,33.8545899867962,0,135.443925632733,98.2489636927388,14.5901807680056,47.5474167153505,102.640554387729,170.243428380394,144.951997186751,41.2202586477942,59.5650058829285,53.6736957370976,0,16.2429977210301,7.34251456284051,0.908118937009188,1.58093172479959,99.2968822406984,4.90257417685121,20.2813175073424,0,93.7597973590884,145.951740576406,14.5486368224689,68.1176447275559,26.0099775232041,129.664271365897,83.1322540449132,34.0769300814173,91.9821637703413,1.87640186863169,58.5377249295195,25.8466259522593,16.1668669640441,27.5729926190718,137.390534854635,30.2451598938418,70.630513268303,0,0,22.8509802742055,142.926500243423,0,60.3676578568533,27.859543717704,148.693331613066,0,43.788001751812,26.8431033252873,24.9930437921524,38.4767896461817,38.5318316945004,2.41425245243989,38.3941322143969,46.080173998737,16.0925423318081,0,140.96287757941,23.7072952072648,62.9555959595506,36.7121808350553,0.917172693006405,107.51690421891,28.5575214879004,6.93183019830337,47.7266652195098,41.8583300852738,0,32.1577353257333,70.4739052998843,27.0535225053471,83.1425576538625,45.4675892921469,234.094179169465,35.5461510094495,40.7995759668685,168.718138634007,0,27.9278071590321,61.0006792425634,3.61210256637479,97.5465396048907,49.8187758151174,33.4840780948484,189.034362540957,76.6794241330599,63.2065309632736,71.0274765205729,111.530275082466,0,48.9019897068534,39.6671964092196,0,0,78.3937272279237,0,0,33.0934925625289,9.7682668288045,0,0,0,0,73.3808694605699,51.8900575570159,53.9212734386869,41.1364416797118,0,245.128432111121,15.5382429772546,0,0,1.72701099247678,0,0,0,41.1838630916602,12.5111388232836,0,209.101130688525,216.817975773909,238.403645134247,16.1022627046367,0,35.8576807142654,0,14.2469847396557,0
"ACADVL",1.70261254913814,6.8992287687494,1.31464518748526,0,22.9788318936765,0,31.2271191139075,0.641836818877653,1.97020185282773,5.63361201466163,23.809733363025,0.596890088038423,0.350592358833579,47.9910070088248,0.502893925725816,12.264524044777,3.24161688024879,19.1029014115866,8.62203662541143,19.1942525254569,6.34860398587644,0.339179690848108,0.22031443823004,1.39015324291716,104.036401334995,0,12.1324447181058,9.95426015295746,47.2743664612448,2.06675489126609,2.21471161563335,5.55972666326624,3.54275343654435,18.3433697552335,30.0663901051801,2.34734370068194,6.49247226296398,1.07226148404447,0.196699734675367,1.78319471826046,1.99355859289491,14.7116159951989,7.72587666355447,2.65184332874145,0.426612163151755,4.21279834622927,0,14.713534224957,0.168281680114433,0.832520135469883,1.08699211088482,0.52924794425478,0,0,0,0,1.42776092948493,0,0,0.31374614527368,0,0,0,0,0,0,1.02133422889638,0,0,5.77284998284379,0,0,0,0,1.83301028818267,5.45950831693789,6.22384939204605,18.4473966455338,8.07524226797243,1.6681900160846,0.636736011739171,1.11507644063653,0.396910920103376,0.173579020388364,0,13.5862099262765,21.8560562459576,22.8310764269273,7.33404619284455,0.245881256594259,11.9287400639768,0.312145033788705,17.2881845363638,24.9961501610311,1.40233236146237,3.78369084247452,0,1.37790388744562,3.70694996216224,37.9494909174574,2.77704559147446,40.5288193242438,15.3379204266039,33.9516985303824,0,13.7198037583804,0,11.7453491801285,26.0243531642495,0,7.80299716190167,0.890374787225097,8.25899412719446,5.27138449337199,22.351972818235,0,5.82544361367702,1.1511227258712,0.383401966790362,0.222455820855144,0.336887985009441,0,0,0,0,0,0,1.17148786101496,0,0,0,0,2.64581944657612,0,0,0,0,1.70617598683214,0,0,0,0,0,0.418962358252557,0,0,0,0.563586720595353,0,0.503383268310338,0,0,88.5255415831091,0,0,0,0.108542548308264,0,0,7.13097191002781,0,0
"SDHA",23.5731510814408,64.5280740819774,24.7411425508306,31.0710410274253,0.105837794518703,29.7464776473494,15.3229902821842,8.00841305768285,1.77860548724399,5.12208658480438,20.4842356660396,26.3263916439612,2.74675291032952,1.43108711837439,76.1728624119337,7.31531953119434,2.63374121094769,15.9364126315868,19.0141466174378,0.543376336757885,31.5075982223451,0.88577971870359,2.17357814789639,16.9420262510595,2.23617061201793,58.6461974085205,16.7460601820139,32.5262726113194,0.783864599560185,9.85240276061327,26.9910547788598,12.2147519767036,5.75681585501695,19.4935477553502,27.5803042456252,42.9111957259043,18.1327729636438,11.8232721314149,10.0454599080542,24.0317791510128,10.6438859001301,25.489533569886,39.4560696314081,16.351597168642,20.4253995387089,49.6795614402383,17.1223989240985,0,0.0976607865628911,20.654478960379,0.84110169302233,42.5394951638711,0.163019509936452,0.112398450339411,2.69112978816333,2.40663312888703,23.2004764182795,25.6112809736573,0.390523379989186,5.5534340213613,1.3122178399489,1.25649939894698,17.6982539342319,5.4843400800927,8.23597837961386,5.27048474484483,14.1067906908297,0,0.611234776139509,5.88826983779956,13.4094211625248,0.140214510699795,0,0,3.03934665462712,0,16.1815629571182,15.5863615499359,0.98087348066872,1.10642210299778,7.57524445792399,39.1510481287905,4.60687492855284,36.4660885335274,0,11.2356076094659,1.60556571899706,3.86452894607642,8.00174797673802,3.28198535209526,0.138454778507091,18.7490884529455,0.143329216900547,5.42511843513844,0.101728899834702,0.36597192629207,73.4582812291616,8.49632746415289,32.1157710100128,2.46146696953581,1.6116338783876,23.2780624720314,33.7553010028412,6.12149695837269,1.927668938421,22.8543680091117,3.59071513462562,11.697123960196,0,0.208716941810158,4.12587598949917,10.6789036172693,0,3.85725397283004,20.018163552765,0.668783483384101,0,16.0330537364573,24.475433917197,2.84020595325374,0.195509966249664,2.09937138177631,1.22485360876976,3.33883274738141,0.100066468811682,0,0.210938208412078,50.0832138887491,0,0.985646391752106,0,0.574131563472967,0.590568440139515,25.28590019066,8.68750069620665,0,0.0743389966226358,3.67775260432504,0,0,0,0,0,1.0941349669622,5.61541318066402,3.39452434620489,5.28321566289717,5.01511281569979,36.4838732135958,22.9812106118665,0,13.0352346024529,0,2.00922991153851,12.8170526588418,21.9267263041268,4.59839476547041,59.8316341234716,0.753052493387103,0,0,0
"ENO1",541.132252700436,953.138341483924,708.227728010947,1157.04120919967,305.982866581517,382.132908121464,1521.58970114894,140.42734462948,724.622177691333,665.222163590446,933.68425745333,839.564314083517,759.518972420655,212.638174325791,647.496576229727,1747.23611669956,765.546292147324,597.577415639094,616.79366251361,1009.59635694316,456.904021087004,707.27899216103,201.205027361782,916.359655221872,135.163419116933,1100.93136507305,719.03246862048,1096.12687089161,338.407464852292,1207.94330233136,849.032160805905,794.67007711208,1077.76279144141,711.836755319628,1073.52055917343,202.448509799024,605.003623664964,641.854694891307,1244.89786082578,1858.91091204889,1113.45938977632,737.46673862525,1176.83005983028,1285.88439107177,442.308591345131,687.456099693497,1031.4280591474,926.050981141645,1082.62390506383,1034.55350533367,664.92398625954,381.860147308062,799.30817519219,762.739973284913,557.153785784595,683.491160393299,1208.90372040767,1058.1275929674,816.702412839637,658.099780688451,842.31514639741,726.255604979424,427.874194640997,1226.13401509595,359.181860221017,992.223197622249,1462.0146604503,2027.81751643527,316.526878698408,770.854738940911,248.508793342002,835.087443119817,1.64167964039572,140.411451185696,1774.12054885844,1371.52579903147,1426.58742028016,2539.90330645133,3256.79477959078,852.993856026444,233.620421447108,1920.90017875213,1056.22879508485,2414.33331159352,760.293641942066,912.214193857805,2441.26945010277,2234.51301169877,2789.86561285494,1996.50796914225,3107.52448912576,2866.81948556409,1191.20745588379,1885.66479797377,2195.11339722035,2904.90814427241,3876.91070493252,2733.14224811711,1678.715423681,1619.98292310806,1319.44300529029,1273.65250311484,2480.47654761673,1448.8680851384,619.221842968365,1296.94967747747,1440.16478251765,1498.22608480932,1031.96048490567,701.549477895341,2352.3775847695,782.867693053588,2957.41292897182,1154.45196548459,1778.01292260606,1530.64394736492,1244.18759106882,1183.80767003723,983.992720286132,1270.91629565522,1505.20964403811,1774.96536262226,3715.79684239142,984.839642085099,2685.9114193018,751.334221358959,482.059198132088,1339.14559190731,2603.85752831699,2567.31584608156,861.736527173814,1680.11256496392,2217.19890733656,2383.57236728878,1217.80938621235,1739.38800969926,2126.66591812603,1739.74127061554,2156.44930794445,3221.01404201325,2346.42212240982,1979.00408598377,2625.82709750563,2372.46750339673,896.032105687821,2424.73520507025,2385.61501207555,2193.89515820376,1866.06159208704,633.792559526146,668.020638252149,2339.0845795714,1439.17389664637,1006.54403236393,1867.54721067267,1702.58247042275,834.915698705991,1970.63669403242,1022.1014887648,48.9813176963574,2493.98183266867,129.427999579103
"ACAT1",11.2313275873036,67.6573349629484,46.9601902438661,28.7382563902439,12.5522600796155,42.5002757011915,25.2155877008704,0,21.1703787319876,38.6113616195893,0,18.3745373388571,57.5772921112519,12.8905479727785,64.1876461278864,1.3356668489846,71.7352864450614,4.36883936854124,35.6276635198323,0,8.39209421757182,0,132.443145052384,71.1121638741177,0,49.9377236074887,6.85638622553836,51.4696526210356,0.196129922937949,92.2183885781931,45.2370800326702,47.0545634143916,51.2373253549221,50.8501120909153,35.912526481897,17.7241824677208,5.3029656539868,11.6774537067433,20.2219585754097,46.7802981629132,51.5849351480448,41.0526312535767,29.9533372776606,71.3332914398015,7.61946589568991,37.5844381971905,11.5229591465106,39.6925928840034,50.4350803317175,0.362662111305603,12.6270692919165,106.975567643532,50.1703927504372,3.20603294676045,4.54507676234685,29.067958590652,42.1156234778134,39.6452192528679,3.16588296382995,9.0204826097713,43.4800903737478,23.013155520907,8.91052555448781,13.3000837657009,21.3565044342563,32.5484652762039,16.3728070977594,32.2816201019146,29.5931933005327,31.8537122829612,43.029887559391,59.1498077253195,22.1091676785528,0,13.0040656458375,0,88.0607813801966,24.3444985201778,30.5961052737858,12.2500235690453,0,42.2601789829525,25.5895237010058,1.51228856409275,0,23.081836858543,16.3904567464177,17.8193164738951,68.4976798506775,3.85598525070903,16.212747106294,27.1953006694493,23.8842585253901,8.85269400183862,61.5465127198541,23.6249166007479,28.0744836823541,3.30133088004353,38.2943066918568,13.4197232203635,15.8365383202278,1.82011847188992,37.1387227313232,10.7694366022141,17.3635193883774,0.664068422521896,42.557162815139,25.1403561067417,0.985801654915238,10.3401228627185,74.4789061126125,8.53302412936086,2.51844596169061,32.3481395661616,25.965221528346,33.3332515129184,46.4902532116287,16.7150551019681,16.3677073519557,27.7151508398674,16.4365620766426,78.7922201532541,0.817251496523154,1.00248692411527,0.150225144707796,0.440036254340575,57.1592492302793,0,13.3706767856992,22.4915186732235,101.47473679204,6.75168368373664,57.628544088435,0,70.8462009355924,66.0791143673662,0,0.212355356527281,0,0.256354123533804,0,0,109.775320089369,5.65775501968655,59.4190249764948,15.44255100842,3.27603222381989,0,0,0,0.432815632513961,17.0709978303012,0,41.9115784571032,15.5245100106921,16.036767988862,0,0,0.942102294064005,0,62.0167367598159,0
"ACACB",0,0,0,0,0,0,0,0,0,1.8895224027114,0,0,0,0,3.87944266246744,0,0,0,0.0826241358795028,0,0,0,0,0,0,0,0,0,0,0,0.660282477922939,0.266391591242333,0,0,0,0,0,0.359638201990787,0,0,0,0,0,0,0,0,1.02369268752072,0,0,0,0,0,0,0,10.692741776797,0,0,0,0,0,0,0,0,0,1.51451050513654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87331089952672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128696129182199,0,0,0,0,0,0,0,0,0,0,0.125544360937514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11975219099433,0.252037172992889,0,0,0.333242673830811,0,0,0,0,0,0,0,0,0,0,0
"NT5C2",10.3276197583971,0,0,0,0,41.2193079528478,46.2332105880399,0.302806063211771,0,0,2.95604387354326,0.938670247707179,0,0,0,0,60.1537045010481,0.901237542352295,1.3946428521321,11.9267206592432,60.7291924175312,17.2819814939306,29.5189727235179,0.187384892130999,0,0,30.0115390345423,0,0,5.01456627031396,0.232190587235072,6.74478089191822,0,1.34868206289801,9.15144196937494,0,0.191438842848864,1.51761601625573,15.2190506505128,34.3988575122411,0,3.62121016375904,0.364491756867654,3.44049155686576,44.8826030588173,16.8541348267415,13.0554570133073,0,37.1554591658401,0,33.8462273937167,0,0,0.730982319003323,2.18771732100205,0,5.00380915356724,1.48055766504384,0,0.592077190363248,0.761964019193423,23.2891529983799,0,0.171477676834372,20.4917568304846,20.2543253053264,0,0,0.745342483763213,0,4.90545286292187,4.7873900518084,0,0,13.8364546966776,0,0.939612949334493,2.55974149707143,4.25273462034956,59.5886144709818,3.00399602124812,0.789106897356969,9.92450506148709,20.4727970856622,9.11316700354955,2.56388329291448,7.04820307221712,14.3616740130594,1.93763338322204,0,2.70131825032959,0,0.46607014169018,0,18.3592055414833,31.3379195746583,1.98725156657724,0,0.999352297790052,0,11.6722972939495,0,0.751805818216356,0,1.0447148119203,23.2539004992332,0,12.9979378150492,1.06763313441557,3.39347192240992,0,0.560081890334897,0,0,0,0.869885483507979,2.85826362565557,10.8615439514418,0,0,0.953622990925678,1.49332345876183,0,0,0,4.05079146160222,0,0,45.2076575428678,113.780029644319,0,12.9129307737682,44.5527763466244,83.3394667212294,19.007407643634,0,0,0,0,42.061566332551,0,0,0.192064262969202,2.37189899871841,0,1.756066040973,0.186735575699341,0,0,0.791621282754652,0,0,0,3.78255518012129,0,0,0,0,0,0,0,0
"NAALAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0942876472737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319538862067004,0,0,0,0,0,0,0,0,0,0,0,0,2.72928268219614,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22439406770031,0,0,0,0,0,4.65781347675076,0,0,0,0,0,0,0,2.1074311832704,0,1.50268125520119,0,0,0,0,0,0,0,0,0,0,0,0,8.08028720060964,0,2.5121349700282,0,0,0,0,0,8.08597271969956,4.26191931133623,0,0,0,0,0,0,0,0,0,0,0,0,1.79142818025231,0,0,0,0,0,0,0,0,0,0,8.96475545648475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490402113667634,0,0,0,0,0,0,0,0,0,0,0,0,0.333173765089324,0,0,0,1.85148456780863,0,4.29494214966399,0,0,0,0,0
"MCCC1",0,3.61293929161164,1.05725341969713,0.186624424695942,13.7572232138786,97.7134491056935,0,0,0,0,0,0,7.89461618016831,2.98996397533789,0,0,35.0373697697615,0,0.277357808593425,5.27091394473657,0,0,7.44153951855458,0,0,0,18.0901119868752,0,0,0,21.0565319952757,18.7790350961284,0,7.51008763621308,6.00593824039654,1.32143336077501,27.4119511334064,7.84716241129285,0,2.23077021891464,0.22445412067655,0,18.9193238094929,0,0,0,0.229092994406975,0,7.19977648756196,0,0,0,0.316267658365488,0,0,44.9923078635576,0,0,0,0,2.54578156729729,0,0,9.61687766318607,11.8626725402329,0,20.4685212265077,1.04293315580358,0,0,3.25188548962755,0,0,0,6.19134116084843,0,0,0,0,0,0,0,0,0.58629618203383,0,0,1.55744705188063,0,0,41.8023742913657,119.263106977986,12.1247865849759,0,0,0,0,0,0,1.49058679918002,0.25133652791896,2.27393941680558,1.88170174441718,1.56990138805049,0,0,0,1.83321142605675,0,0,0,0.97615215594774,22.0543423922014,25.5716310296697,0,0.621383068966735,0,0,0,0,6.01109503426212,0,0,0,0,0,11.9417753596374,0,7.69401741627411,0,0,36.0199520018437,0,0,0,0,1.12360008839137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGM1",18.5164318302358,136.266731355067,62.5501108764382,71.3736670802547,9.76178983258264,32.7363945322926,5.13375650767432,0.763456264997502,2.08313654202813,0.223370191127374,1.24216480945306,0.236664244360793,59.4260477178152,2.03067951513998,3.29002059110233,104.550819378448,48.840889376658,0.284033054301249,52.1580513902028,25.8940413378267,1.04159711293445,26.8294037976545,2.35854955449934,19.3703748933617,0.352563818705028,21.0834763445613,25.3524240466728,59.7170955110026,68.0142128068749,12.4674841209688,1.46353871367241,15.5883045259183,44.8797131399987,3.68375962966292,47.300201138337,0,120.908654165795,22.9579310899204,35.7976684613535,53.4985059246001,17.7848335350252,11.1589543954229,47.0978602902168,64.4666598218977,7.10429203722886,25.4562202661075,16.458175149294,39.4312054933447,2.40202554647447,0,22.4113499764989,0.314766656332458,12.6969479140089,0.23037560127024,0.34473931867624,0,20.6222437431106,0.233305480469621,0.160085941048868,0.186598410361425,1.15267085074659,1.28768147449542,3.53901753785356,19.455379256289,4.09229942987645,10.0660225508858,17.0080866332842,2.2036744089131,22.2373264128853,0,33.3248295468465,66.3867027330966,0,0,46.7215947538003,1.33700241430548,54.4874427558332,104.551608789332,6.03129270546153,23.5280051535062,43.9285575629442,58.3602109737543,70.3459101024781,12.8011344547047,3.24671711445689,23.4328903111091,38.8316864507966,12.4470767622964,27.5670478584539,0.292472448247205,3.12159669693751,5.3837386420635,22.3266969978175,51.2464057747119,20.4336797058196,10.2514791346669,24.0499225285608,6.14624304317506,0,56.2927454946745,3.60355460391818,110.581320010509,27.2479059812473,2.5485735674912,9.74583540829632,2.11549360224416,40.2843952805421,53.46901013013,12.3822472512542,37.2180070214979,22.8945151447125,73.0771296942926,40.2782460533213,33.2595390491238,80.418591570451,53.7338259401931,43.7930928364315,4.107735008335,18.2420593489986,87.5853166651225,51.6933608978363,1.88253685901613,57.7415157587503,3.8779168187618,0.205099561870008,0,0,0.464489685724351,24.710675556143,33.131503352995,8.32438484260213,29.4189785855372,12.1044871239353,8.2078677111602,10.7716459853262,0,70.546235555584,84.9479577209202,36.9027835714294,36.7495231565623,109.107329181104,0,0,79.2376644965505,0,2.42459377886723,131.356287186953,4.69265177747549,105.826967520549,1.39712446636582,0,0,0,109.890500510265,1.49262825682194,4.148468984935,26.2093100235941,0,0.257246905137086,0,23.3037476548403,0
"ARG2",0,0,0,63.3650895083215,0,0,14.3024812742389,0,0.440448121220794,0,118.50190636286,0,0,0,0,0,0,0,0.495642303942179,0,0,0,0,0,0,0,44.20261348546,0,0,35.6425471322564,0,0,0,0,0,0,0,0,0,0,0,0,18.6532952695744,0,0,0,0,0,0,0,0,0,0,0,24.4910339794063,0,0,0,0,0,0,0,9.35340527412962,0,0,35.2988030807101,25.0699960660409,0,0,0,0,0,0,0,0,0,24.0429000832191,0,0,19.6588397470351,0,0,0,0,0,0,0,4.30649762783038,0,0,0,0,0,0,28.2148343197455,1.26879348970489,0,1.03962506396137,0,0,0,0,6.01164826104766,12.2693783154687,0,0,0,0,0,0,0,0,15.3707634187928,0,0,0,0.468830160141253,0,0,0,10.8450623462096,35.9368122720491,0,0,14.9176426576006,0,0,0,0.376555201695336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68589898502787,0,0,0.398183882674029,0,0,0,0,0,0,0,0,0.389836369552067,0,0,0,0,3.50380766136557,0
