"","A7_tophat","B7_tophat","C7_tophat","D7_tophat","E7_tophat","G7_tophat","H7_tophat","A8_tophat","B8_tophat","C8_tophat","D8_tophat","E8_tophat","F8_tophat","G8_tophat","H8_tophat","A9_tophat","B9_tophat","C9_tophat","D9_tophat","E9_tophat","F9_tophat","G9_tophat","H9_tophat","A10_tophat","B10_tophat","C10_tophat","D10_tophat","E10_tophat","F10_tophat","G10_tophat","H10_tophat","A11_tophat","B11_tophat","C11_tophat","D11_tophat","E11_tophat","F11_tophat","H11_tophat","A12_tophat","B12_tophat","C12_tophat","D12_tophat","E12_tophat","F12_tophat","G12_tophat","H12_tophat","B1_tophat","C1_tophat","D1_tophat","F1_tophat","A2_tophat","C2_tophat","D2_tophat","E2_tophat","F2_tophat","G2_tophat","H2_tophat","C3_tophat","E3_tophat","F3_tophat","G3_tophat","H3_tophat","B4_tophat","D4_tophat","F4_tophat","C5_tophat","D5_tophat","E5_tophat","F5_tophat","G5_tophat","A6_tophat","B6_tophat","D6_tophat","G6_tophat","A1S1","A2S9","A3S17","A4S25","A5S33","A6S41","B1S2","B2S10","B3S18","B4S26","B5S34","B6S42","C1S3","C2S11","C3S19","C4S27","C5S35","C6S43","D1S4","D2S12","D3S20","D4S28","D5S36","D6S44","E1S5","E2S13","E3S21","E4S29","E5S37","E6S45","F1S6","F2S14","F3S22","F4S30","F5S38","F6S46","G1S7","G2S15","G3S23","G4S31","G5S39","G6S47","H1S8","H2S16","H3S24","H4S32","H5S40","H6S48","A7S49","A8S57","A10S73","A11S81","A12S89","B7S50","B8S58","B9S66","B10S74","B11S82","B12S90","C8S59","C9S67","C10S75","C11S83","C12S91","D7S52","D8S60","D10S76","D11S84","D12S92","E7S53","E9S69","E11S85","E12S93","F7S54","F8S62","F9S70","F10S78","F11S86","F12S94","G7S55","G9S71","G10S79","G11S87","G12S95","H7S56","H8S64","H9S72","H11S88"
"ATIC",1.80750873979278,0.794883435797041,99.7881965057711,1.64237095541989,3.83988032959646,74.4853602303266,3.45884307655846,17.0912746085935,2.44018126629504,94.8936622551099,0,0,154.583739806066,107.366033099502,159.762601917079,18.1437903622646,45.7696827381563,86.6539438093146,13.4247393077944,18.5544758901888,78.6302403036886,52.7211568469943,18.0093592085752,75.7576892003178,8.8105052047061,108.339523549598,79.1940537303145,43.1507547745629,2.50934455376007,76.0616311307092,5.79081432991257,27.052005053889,121.762983518043,51.0441367922723,54.0559461745003,0,28.8981027186368,31.8730272090206,113.04025281741,36.3186201924049,111.850665406275,50.1737147095625,71.2878322971065,106.333229656655,57.8573739877279,98.7195504117491,13.6087537568628,19.7602659939066,125.888234661165,43.8222872989032,25.5794592081564,0,145.078689943855,59.969208833712,46.3054765597686,28.2488366489384,192.749542895091,1.94342039739461,1.66688263464834,45.853424036981,127.62230021025,24.1341930123098,24.643270193019,121.546590363883,65.5140362203393,1.7894678954837,143.447276495436,118.169796110339,34.2424909928486,29.8996967612621,34.6992242481167,156.502989101759,0,0,65.5133183192375,0,16.0337008065154,50.3997982137231,0,107.143410949059,0,7.59589049397451,37.3609581463906,82.339338287815,0,55.1088046026281,1.02796263409005,5.89110164295873,63.221419986811,31.6716091105986,51.7099341749913,15.077606411889,0,89.6044084370214,59.7042199621778,1.82243708475433,63.6479036368235,102.608982318465,11.8059938968049,8.84745529236517,29.7047085317466,30.7907699617353,36.5131108841066,0,5.75954892950522,0,92.361466648981,69.6825451314844,22.7027511061498,5.34523662890394,0,23.1581313994022,0,41.1600815354305,56.0513471900284,116.181754586152,107.360196977194,16.6333521849727,9.97206261128751,3.85729785092766,139.361674063567,85.6877429638148,0.290448851615663,92.6330585480852,105.711384415459,111.347992636029,0,25.1496095620812,6.02680051430305,15.986843211721,4.02429027932386,0,43.1046703136922,17.5811236804077,2.06006218421307,131.635843196669,0.475955047368296,158.186143300542,0,53.0245792911804,17.0289124718978,0,69.8341357290655,2.8539677446392,0,78.372047160573,56.8664973948438,0,1.82134746578515,1.66256592011527,1.84585730037522,0.887851310333581,0,0,1.55418777250553,47.2752024670694,0.672173494806141,2.41754966217548,3.21427650308762,0,20.2207077198525,0
"IDH1",38.8506538563665,87.1347821209637,190.051301420635,206.682696107712,234.166243674446,283.158921595576,164.822387995121,14.8818180017782,81.2118789579066,0,0.215227878443678,12.7119930279623,30.8899642235794,297.31539666594,48.7139210281027,87.0660262097502,101.77367814646,100.642519289488,233.041541511491,32.564166341378,143.70388721889,66.2350545726457,71.5158586584581,43.1813222426578,0,137.109845614015,8.10973537034658,235.708360221462,21.1104095660625,268.049922928992,19.7796280633667,57.7023315364092,129.78645708863,43.6975654699493,80.4570896192507,0.403157067846418,100.775742583617,59.1157675097195,47.228977068966,24.5011432728578,16.0240559043811,65.6948495104397,25.8749772075039,96.1579328824163,67.2625779667853,48.9698321130466,0.209682446268278,62.2934142131051,126.245836071783,27.2387591771205,0,68.719275015619,0,103.783695992702,186.066493484297,53.4177227268057,116.233530360854,2.82971230919096,85.709897545846,68.5429992188875,20.6378785802669,174.02929209639,70.9012290832689,25.2825146658193,70.0202747716256,179.942484639064,121.036002480788,0,49.112507108469,184.05639781654,35.4186881355856,123.741340154332,0,0,112.795555776307,6.61886389022836,45.6654679773787,113.501356206599,24.9646602205163,47.3973030729736,6.23349854322286,56.3053372804784,20.4508750932316,47.9381059866039,66.8573078784117,262.161547115072,71.5594961451059,40.9279950364488,28.7194475677012,292.655204807749,15.9803678319469,83.4723491727689,113.76475003155,146.802981392472,0.72255316019005,3.24925085586361,34.9427943537562,77.2088421257142,114.054864807006,112.720253589819,189.395889011129,43.7025828012659,40.0275686163466,123.644416415629,37.4240258217673,40.0584752466587,104.70017582975,2.98854468274534,104.007775162331,0.741230300018875,76.1215071574742,78.6019945168025,41.9162320825768,84.0805803804525,96.6848890004013,27.5511029519269,17.0488930804342,177.14431995275,23.7057898975019,71.523245363187,126.367603714005,66.8677411328989,267.760741955968,53.5560041211033,91.508464762739,26.9345809127949,88.2087423773341,164.584408213631,299.324774706492,207.048146357435,196.52054684815,8.49563103967005,72.1479737508666,172.081832305701,291.956033089737,36.5081968563522,85.0096108440555,56.2629692078009,288.621908389951,15.0091782625994,194.918310789479,0,95.2316535269261,69.5103900734355,0.160825715893661,161.009970469268,222.092479607079,136.289061256108,77.6647867691609,4.14989976755737,43.5144274129266,1.2311939373686,97.2186811390426,0,13.7071394717768,249.183473477646,5.03339915026196,219.067027738428,37.8868403181139,0,118.666528898042,0
"HADH",0,0,0,23.2286625996015,34.2697582033172,0,0,0.51105337542386,0.348610002327948,68.7804709635093,85.810615399742,6.65371258531866,38.2441178599631,9.36424279776678,37.6396761331707,0.271262545362066,104.620222612389,63.5034687657552,18.0455980958693,0,71.8156490615216,0,0,43.9593302887112,0,10.2641176312163,0,3.44605960607259,12.5471790962333,29.1510534417858,9.01309897186013,22.1342636798611,25.1057135306408,36.419271836607,0.772255888610428,1.24602587057476,21.0012483772073,15.3679113187847,47.6122814395222,0.946562171777102,37.7787510303638,0.339533726210977,44.599235232307,24.2821611513523,13.2476691940423,38.6424616619886,6.48059462410827,0.282299781138626,17.4189441224833,0,28.2730621225617,0,38.9176929644396,16.0380631352389,0.461533163137749,0,6.17138562155433,11.8691776676231,0,26.4804827587863,0,0.689573450826352,3.84962280048433,2.02585018406093,55.8145102478668,43.0583547366499,16.5897441703846,39.8284394396519,0,0.557157469950603,0.459947535210496,0,0,0,40.0322246898683,0,5.55032906176441,0,0,0,0,0,0,0.5528392367852,0,12.9813901063179,2.20285718860105,6.05963921533012,0,0,0,10.9358045716547,0,3.88347836121245,9.77013677774165,0,39.2410305087022,2.74284059428107,0,0,0,0,0,0.524923373588771,41.9639540989243,3.64139908808079,0,18.4732169521974,0,0,0,0,0,5.47469271193084,24.169360598247,0,0,0,1.83166995263677,0,15.0215650795372,3.96050190727781,0,5.49710669485402,0,0,0,0,73.019661877687,64.6408842812386,0,26.257200745193,11.0196398000291,0,91.2346434068946,0,118.721105288431,0,0,0,7.50689565840895,0,101.783623148586,22.350716118529,0,0,93.9171755270473,0,17.2709049873421,36.6074702940733,0,0,0,54.2632613171835,0,0,66.029043552382,137.61695523176,0,0,0,0
"ALG10",0,0,0,0,0.202150428674023,0,16.0405379040397,0,121.326447609009,30.1822036564341,0,0,0,4.8359793926538,0,0,0,1.85278340046588,0,0,0,0,0,0,0,13.7785330666093,0,0,0,11.6181385406158,0,1.76077012119847,0,1.0562473936815,1.07507028466843,0,0,0.594275702879513,0,1.756966619445,0,0,3.42550831334632,0,0,0,0,0,0,0,0,0,0.934102906218232,32.8462383246476,0,0,0,0,0,0,18.9765671995396,0,0,0,0,0,0,0,0,0,38.7381877713,0,0,0,0.290257951762806,0,0,0,0,0,0,0,0,0,0,17.6951175136293,0,0,0,0,0,0,0,0,0,0,0,0,0.586997089018627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424983041338599,0,6.34821617685255,0,0,0,0,14.695947633001,0,0,0,0,0,0,0,0,0,0,0,0.270173686682237,0.191048814975755,0.326152067854354,0,0,0,0,0,0,0,0,0,0,0.55065903211619,0,0,0,0,0,0,0,42.6705153515382,0,0,0
"SLC38A4",0.57096054120676,0,0.440858096647652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9684550414831,4.33701962942891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5508494663876,0,0,10.6198874844392,0,0,0,0,0,0,0,0,15.6048099766918,0,0,10.631718173411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5363742444682,0,0,0,8.13591152753524,0,0,0,13.5231494843489,0,0,0.318408375365508,0,0,0,0,11.4134631711512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55387830138887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3500031541635,0,0,0,0,0,0,0,0,0,0,0,0,5.99924776012908,0,0,0,0,10.37386798539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDSL",0,0,0,0,0,31.009468900532,0,2.11363004772549,0,0,0,0,0,0,0,0,0,0,0.540822694463984,0,0,0,0,0,0,33.8594461923915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437665277727155,0,5.08841019424989,1.81932787036428,0,0,0,0,0,0,0,0,0,0,11.4529371123397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80452992798213,0,0,0,0,0,0,9.5292614865706,0,0,0,0,0,0,7.83616498778768,0,0,0,0.644045753216403,0,0,0,0,14.2768067310518,0,0,0,0,0.581301945781307,0,0,0,0,0,0,0,0,0,0,0,0,3.90945247278889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A1",0,0.101478878568993,0,0,0,0.18419721945301,0.16057220730773,2.23270263665091,7.47662403588684,6.8886995240816,0,0,0.332611510476865,0,0,2.47793327481351,16.1285751641916,0,0,0,0,0,3.48358600490492,3.26573961252121,0,1.89268735478305,0,10.8123928188714,0,0,0.933833594215312,7.28395026638918,12.772013022893,8.43762056060237,6.74770128360724,0.247439484828776,4.87626489881594,0.339089451370019,7.2156479632538,1.87971102104722,3.65654204470331,1.61821456095871,6.10803269113893,1.15309246406655,10.9277770457876,7.46057450238367,0.12869355549045,10.2029057014357,0,1.18473394863328,1.37499132071104,0.334736251794007,0,4.8998242807867,0,0,15.7384099338309,3.22539063873369,0,3.17498699273313,0,0,0,17.4712835500805,0.81598599201417,0,0.387581203087433,0,0,1.65962955411378,0,6.72366129753523,0,0,0.165619104301476,0.203117891483152,6.29828960838358,0.171581216314356,2.61308390457343,10.852343786385,0,15.339368138378,0.251036352873495,4.28159327007102,0,0,20.2976736998554,4.96378158714822,3.33979420232656,0.933082927715342,0,9.37764112007896,1.71825495034453,10.2825675104039,2.43908659398268,14.6244449814399,3.19696383066216,5.3378773109842,20.0961795920652,5.92993444615037,0.958043313184175,4.36033373702677,0.251970280728259,15.9488467671604,37.6750346957938,4.6601050472138,7.00271511824496,3.20990757055009,0,9.09866938738718,0,10.3242344293532,12.6672537168282,0,5.23595210804458,0.291545082746174,2.21066951486261,0,1.21246136793754,15.4767592993539,0,5.00492443667186,0,5.33686573295687,0,0,0,0,1.42045316333748,0,0,0,1.54469118055836,0.124694223826778,0,0,26.6546376830741,0.154159166776955,2.94329923570878,4.00115063117191,0,0,2.18861372565997,0.132491671405271,0.394830059664054,0,0,0,0,0,0.314202092038216,0,4.08687725423158,0,73.4931188532502,0,0,0,3.55637492099294,0,7.0216223541387,0
"SLC27A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68396983562088,0.679266423020322,2.4658853376521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9236768898195,3.87435271140821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479121384904579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G6PC3",2.60012243825755,0,0.200764316700123,0.354385470934373,0.779818265392475,0.933978254471032,0,0,0,23.8884873046812,4.46535185292289,3.82843807291619,0,0,8.60146411305153,0.182093402786445,9.93378807974285,1.53156913921174,1.31670302233816,0.750679603006155,11.4670664361236,2.71936255104819,5.65236515221698,7.4303400645924,0.950551099870511,8.12048387317599,25.5885375914511,1.61929212647467,0,1.73591970377161,20.5184847477817,2.12261592560428,0.378718863300115,11.7144589815388,0.518400733839784,0,0,0.573121524925991,3.78488151296899,0.423606157588669,2.77043755674882,0,1.85825922716838,6.02397007535602,0,10.9884517795538,1.30509008415628,9.09611951355044,48.930736467112,0,4.64796011378127,0,3.60340817876671,0.621118133945473,0,2.41802666979804,0,1.04836235456026,0.287739617178584,0.838483298591767,1.20856099234142,0.694346371876897,4.17444265444741,0,0,0,12.8832639152394,0,0.281475561875275,2.4310600877926,1.23501623385459,9.8145227953115,0,0,6.15836679989299,12.1873412779034,15.9678456386574,0,0,0.76426635542439,0,1.78801808955066,23.7605825253711,2.59777347366546,17.0581199036185,2.17854025350479,2.66172526480271,1.27116278035277,0,20.7648369046703,0,0,16.104868895169,0,0.374771859949157,0,0,25.777036303538,15.2847541287573,0,38.5924518639424,6.4764382523394,11.9244893830212,10.7473187524869,9.70549472119113,0,13.5763988709144,33.0169176253821,3.38677346405861,14.9939114050951,60.7993292374801,0,19.8648680432438,6.61510332298565,0.884969097233112,11.8263139168547,0.996379984374027,0.820363592084288,20.082899989743,23.0670213449015,1.44052739799686,23.6857966484869,0,3.89510923243733,0,0,0,0,0,0,0,0,0.435133837283195,0,0,0,17.9382726737134,0,0,0,0,0,0,0.223934505921631,0,0,0,0,0,3.04931613605848,0,33.4622334326324,0,0,0,0.207124663057987,0,0,0,0,0,0
"NT5C3B",4.33448982289747,5.71850208023952,5.68957248723018,0,0,53.9750480774307,15.834889982193,0,0.390111193081275,1.67323091888454,0,19.8555232704747,1.24954712507353,0,5.8251879729907,14.8742295706866,104.751325648245,0,25.022855744738,0,0,35.9639183738369,1.570446508409,14.1561392502187,0,40.6113429745318,37.3978614734126,0,6.8198612910819,33.6737207192365,46.045179530155,2.12308243459892,0.631336830358544,11.0377852639717,1.72838222689001,0,0,23.8853119041958,1.75264507178692,0,0,0,3.78617481364577,0,0,9.60950104821939,1.81302349603029,11.6885552238112,0,0,0,1.88629395516447,0,2.0708488114182,0,23.5137593466899,0,15.7288914580344,6.71539998861404,15.6551281718611,0,4.62999316983408,0,0,0,0,0.728027988803061,0,32.3768038331546,0,0,0.430556133038969,0,0,11.1994914310941,0,0,0,0,9.76777194399722,0.567348113024005,0.993561700310752,0,11.1357617695305,0,0,0,0.423814052262672,0,0,0,0,85.8234875198059,13.0373916412132,0,0,0,0.306936923645739,0,0,0,0,0,2.93707125698479,0,4.07489897951897,7.54410149713449,0,0,1.28181254446488,21.012515434272,18.5114245292739,0,0,0,55.8587563373197,0,71.7975905302999,0,0,0.600351665593748,0,0.417905893460191,31.099372134776,0,4.27528264107304,20.7272674123774,3.82736098182025,0,0,0,4.70128927628218,0.725382451822645,9.13474256833884,1.64670823353458,0,0,0,0,0,0,0,0,0,0,0,1.05803145967671,0,0,0,217.781411363244,0,0,53.9039934806042,0,0,0.193428387369855,62.2956579882111,4.23939130480494,0.747515154972749,1.55168625003332,0
"PFKL",0,3.76033474792358,0,4.69785068718133,0,0.0793661781331255,0,0.174912397705567,0,0.921158047882438,11.7250004319581,0,7.35680319184701,0.41354740044925,2.60390992742918,1.48547089595539,0.58893368147025,0.650736719746868,2.81959723387586,0,0.3579541949279,0,1.92127222404507,1.40712912276009,0.161548960172929,0.37639095295484,0,0.117944343452294,15.5824630506452,0.965535278577144,0.134122189982526,0.432893796882147,0,0,0,1.70585213291772,0.110582419194347,2.62989967952539,0.750460392602467,0.971907047315386,1.52118839079176,0,0.105272210307508,9.75613041807175,0,1.10214280731734,0,0,0,0,0,0,0,0,0.157963680639236,0,0,0,0,0,0,0,0.101351261271994,0,0,0,0,0,0,0,0,0,0,0,0.285445249896248,0,0,0,3.68481397644897,0,1.04113400082155,3.95042625409238,0,1.3244977681662,0,0.37024933503997,4.22210181297184,2.4628316032786,3.99732631953716,0.938100626632028,0,0.0850652918094359,0,0.110762812696094,7.06998758472537,0,0.114791273552232,0,0.288632111102706,0,1.10079455747445,2.96047591555978,6.18837428655728,0,0.603467350466175,0.138477782932342,1.06493030320294,6.63874766731024,0,1.76417959990488,0.189018752670857,0.161762392256707,2.47580142682507,5.74619887077184,0.451209316772114,1.25619805987204,0,0,0,0.363739940105403,0,1.60197312496219,0.127815716910858,0.522619966414564,0,0,0,0,0.306019654167372,5.18384189239573,0,0,0,0,0,0,0,0,0.939405387551635,0.080186053428902,0,0,0,0,0,0.241516930402804,0,0,0,0,0,15.8237662842379,0,0,0,0,0,0,0,0,0,0
"PGD",1.59584048772894,85.5317088788353,31.4211724008194,81.8366978666422,0,77.1478319093924,75.3732221067435,8.42221476423407,1.43628261242331,49.5910442196442,37.3411661296203,91.0519001626919,2.30024521338552,69.6945884689684,64.3402420752445,0,40.0553533790148,81.859168964009,115.563197574715,43.7697333731215,115.623951937999,49.5144027113513,63.9628672731216,65.8002743672086,0,60.7896346390267,25.2787824808959,8.51871511521383,26.9551020725023,23.972196610513,65.3885017468013,29.9636651086686,6.10157459279422,41.4196055252882,53.2937277681138,80.8551480715343,229.293130883042,22.864186634657,1.93582780012608,0,102.676333179103,45.4638635754179,35.7995791167039,57.9054153361364,25.1911174155086,123.828432253184,32.7077751940623,23.5524249297568,0,9.90021100073908,7.72609755595756,13.0215336250818,15.6655922997665,0.317679099526394,86.0441909045293,0,41.1504191021643,0.965157870991994,78.1463353361475,3.34505646625656,0,26.6349489077188,46.0565964515126,56.6373537876009,3.17425703838823,10.8336844519179,4.3556495823703,10.6357380861736,43.1893217159264,4.0171316570781,4.7374906273367,115.322558587373,151.161831810975,0,33.5021873642557,0,54.3103254197766,90.330394917625,40.9685359130629,0.390894154139852,246.480810693935,186.101878090405,0.976553418561829,0.284714070866282,130.180237390234,137.051923277718,74.8756060245497,89.3310286760131,18.2851668195708,47.5903752437849,11.7397141762469,23.039902738433,66.8416237932406,11.3333585462783,81.0815001964378,139.984796492606,69.4369549740971,88.7095312500337,148.534210469714,73.9639506749294,50.5198268224065,7.53870242868284,88.8702408338503,27.0337307200555,0.363219795702028,10.835256221108,38.4581303562621,72.0668002783875,44.1713591695587,44.2432768845555,60.2971095590181,9.24947105609708,98.8921264093889,77.8177916528295,21.2735710261712,35.5362591013917,0,27.6926647224083,46.5369325907614,89.0318296373254,2.21033047480908,8.52953676561255,0,207.608755316441,151.876709616303,0,0,0,0,76.8879953394464,15.9886165379475,18.3906637990775,116.507525054461,0,0,2.04613788854481,177.752360805689,0,6.50229424320889,164.094296957633,88.2754151042984,0,0.333878401843966,1.37441124268287,168.183627953547,34.7425117238926,9.4138402632732,0,57.5885996927839,0,0,46.4448610607273,0,120.450719778831,0,23.2001270853383,0.178037591881222,36.6736044627348,1.06420078423198,0,81.7656517981568,0
"ALDH9A1",70.4695275590232,124.118116946529,32.3157114330001,108.723169904347,0,0.214154324672394,4.10711475354342,0,1.28779148381122,16.2942747342644,223.920859583636,40.9655218624516,0,5.57938950485188,0,144.046725739613,96.618736421055,33.3618631344469,29.7079726289116,0.688501183651957,17.7076232281292,0,82.6229093734075,99.8867969495105,0,23.3592230531205,20.2541131184888,107.568521421841,262.871963364659,11.9410075149102,21.7141717252242,21.6094877790042,14.3281779138959,31.1814097012743,25.6749403353612,0,15.2176518622025,30.7505339593679,27.7710532293783,48.6620134631299,33.1302560051697,0,24.996994537492,5.85000806876988,26.351167864812,2.4782664999281,110.721586054425,0,0.742464063261835,30.6092084270026,82.5950802111517,0,0.413117458221667,0,0.426234526416512,9.42540655795371,0.299967909912946,16.442112050146,193.377332048187,27.6851571358486,27.3155347968892,0,0.273476831352424,69.2236927313566,0,0,0,0,0.387241620947514,0,2.12385084653577,8.88314875450715,0,0,1.54043790844856,0,18.6726770484584,26.3322186362581,0,28.7394646362339,0,41.4079153002847,13.4257398443069,29.3570503119045,3.7054431210479,0,10.5787754831065,0.349761899237332,19.8462659914955,0,0.350866507927735,3.4429842564587,85.7197106304228,3.28759296474568,0,0,3.71690534846635,41.5422610201542,0,0,0,65.1351513896935,96.3804604579838,31.995253874457,1.30267220562541,0.373655589617318,0,1.27952715664215,48.5906046186709,0,9.9455976522465,0.872969234149556,0,9.43783181335277,34.4958706900616,0,99.3812227612603,0,6.20246561450611,1.96296415077438,26.7544868627057,6.31766882510554,0,0,0,0,0,0,0,0,2.20548026469874,0,0,0,0,2.93535428170442,0,0,0,1.29819960019295,0,0,0,0.308079182723502,89.5135126500152,0,193.842365916465,0,0,0,1.46121069646793,87.1518567970169,0,5.89566339440912,0,0,175.753780764569,0,0,0,9.28408407006788,0
"NME7",62.90941173149,4.21785629292897,0,2.24899184691976,0,0,0,0,36.3849916670609,2.38866327796137,0,0,0,0,0.213228076403704,8.66697308085526,0,1.8224257850495,23.8146753296618,0,0,0,0,22.0614436118866,0.754045329529492,4.29450027387414,2.22451110821023,0,0,9.51420545203719,0,7.07200720327443,0,0.202016289474817,2.46739592787679,0,0,2.72784667241225,0.667208791490786,0,13.0172044045912,0,16.0513605407132,0,0,0.142898824852051,0.345097029399525,1.05228879547664,0,1.23546597583349,0,0,0,0,52.1032889032237,11.3490673925369,0,0,0.114127854085736,0,0,0,0,0,14.7696735894606,0,0,0,0,0,0,10.8588403153928,5.28550068175049,0,11.1028599467226,0,0,2.99066329206386,0,0,0,0,0.168291060336668,3.23830617956539,0,2.88029071341012,2.58068732169908,10.2854506704779,0.248772074102763,6.4637583603387,10.1156214765988,1.72055191406368,16.5453681709788,7.92727346030426,0,0,2.14319729697171,0,0.89814545013169,0.189301923851808,2.56903230434467,0,0,0.698815106464047,14.8348410685245,21.3298268005848,3.58992454020867,0,17.6550082822484,7.0145554877941,12.4987291126814,27.6848566256179,0,8.55160297876642,0,0.390895028147737,0.592800066526869,7.15848383882369,0,8.48895600151863,1.99977694430827,4.60145466971348,22.4716383255246,35.7775590185674,0,0,0,0,0.15870846743931,0,0,0,0,0,0,72.7795946394917,0,0,34.9319620871419,4.1170373933956,0,0,0,0,0,1.5030713758239,1.51041967138787,0.955847793514517,0,0,0.842545752817834,0.303946308784234,0,0,0,0,0,0,0,0,74.7612821313118,0
"UCK2",21.0180412371405,16.5219510590934,6.76197754072127,0,0,0,0.365636891240692,3.46640333463564,0.157638181928934,8.51921212963151,0.150398285099557,18.1957531747079,0.757385357782133,5.32717731497891,2.35387258233638,0,14.3169812834197,1.89145161530687,0,10.9562999192454,10.0891230122011,0,0,7.72238768600965,0,60.834679894883,1.65286674057531,10.5962762369082,85.1057551931454,7.76027304680173,27.1118597055886,14.2984385397056,8.92898669934264,17.1546396198494,18.8571719869838,0,0.584404188116485,8.10743002645084,54.6744323193494,0,39.7650906983148,54.0439591205204,27.956129305827,14.0832565472414,3.53284251005519,18.5658696567438,12.0149034879023,11.1058388587818,0.121179747447708,12.2897149808689,37.3107843192231,24.2005986232635,92.4412072485723,51.881567469012,24.8354164879978,7.73698742268972,0,5.22589081697274,0,4.06671846382714,30.2385578913539,12.0050185542582,29.1912634796939,2.09387543341154,15.0194082372602,2.82397800845259,18.5336787735699,0,0,10.2036265339422,12.2710543937264,0.173981385908287,0,0,19.0450203047635,0,11.6526748016564,33.0146031653959,0,0.858046226449675,7.56548127624816,22.4830835914014,0.142907906031892,7.24967320648087,0,0,0.796889130985932,1.19879907322967,0,0,11.8540530147308,8.54148200066872,1.60061566422373,9.95107798942021,0,8.32528351074864,4.39819128538921,2.48057371685277,0,3.37574420957583,13.2710837045077,11.7341065818324,20.3684181993318,0,0,1.46365031433285,48.3063692667315,5.01204953720808,1.79253643728578,6.73350017807259,0,6.411594641578,0,0.825201610171143,32.9861882775957,0,0.167796229606505,0,0,0,42.2112267895711,0,3.71513143298092,4.55719041051335,31.0411933114392,0,0,0.140598195279203,31.8058722227709,12.3524281217858,0,40.6065510813871,45.4330350042558,49.4054904451008,1.19773893718013,3.9524745264454,23.8905574970511,53.5326605696779,0,3.07230323775681,22.3474409497571,0,2.63841031936733,1.0559327346278,1.34859361409232,4.53109498445989,23.2293970417179,0,0,9.66630984933804,0.357732754878324,7.22686785936416,0,0.524862869602922,3.61447576696373,0,0,14.0558541637438,49.0562537349563,0,0.156753384494929,180.879451277454
