"Pyruvate","Acetyl-Coa","Glutamate","2OG","Oxaloacetate","Succinate","Glutamine","Succinyl-CoA","G3P","Fumarate","Malate","Citrate","Lactate","3PD","Glucose","G6P"
"C00022","C00024","C00025","C00026","C00036","C00042","C00064","C00091","C00118","C00122","C00149","C00158","C00186","C00197","C00267","C00668"
