"","HNSCC10_p14_HNSCC10_P14_B12","HNSCC6_p15_HNSCC6_P15_LN_C05","HNSCC5_p13_P13_F09","HNSCC10_p4_HNSCC10_P4_B11","HN25_P23_H02_S278_comb","HN28_P14_C01_S121_comb","HN25_P25_F03_S351_comb","HNSCC18_P13_C04_S316_comb","HN28_P15_D03_S327_comb","HNSCC18_P7_F10_S166_comb","HNSCC25_P20_D06_S330_comb","HNSCC18_P13_C01_S313_comb","HN25_P23_C01_S217_comb","HN28_P15_B10_S310_comb","HNSCC6_p8_HNSCC6_P8_A10","HNSCC25_P20_F06_S354_comb","HN28_P14_A04_S100_comb","HNSCC10_p14_HNSCC10_P14_G09","HNSCC17_P13_H06_S378_comb","HNSCC25_P20_B07_S307_comb","HNSCC25_P3_C11_S131_comb","HNSCC25_P4_A03_S195_comb","HNSCC16_P5_HNSCC16_P5_E05","HNSCC13_p19_HNSCC13_P19_C08","HNSCC_combo1_HNSCC_ComboP1_H01","HNSCC13_p19_HNSCC13_P19_B08","HNSCC16_P5_HNSCC16_P5_C01","HNSCC16_P7_HNSCC16_P7_B04","HNSCC16_P7_HNSCC16_P7_H10","HNSCC13_p19_HNSCC13_P19_C12","HNSCC13_p19_HNSCC13_P19_B11","HNSCC25_P2_B10_S22_comb","HNSCC13_p19_HNSCC13_P19_H10","HNSCC13_p19_HNSCC13_P19_C11","HNSCC13_p19_HNSCC13_P19_A06","HNSCC13_p19_HNSCC13_P19_D03","HNSCC13_p19_HNSCC13_P19_B07","HNSCC16_P4_HNSCC16_P4_E11","HNSCC13_p19_HNSCC13_P19_A05","HNSCC16_P5_HNSCC16_P5_D09","HNSCC5_p15_HNSCC5_P15_B11","HNSCC5_p15_HNSCC5_P15_C09","HNSCC5_p13_P13_A03","HNSCC5_p15_HNSCC5_P15_C06","HNSCC5_p15_HNSCC5_P15_G04","HNSCC5_p15_HNSCC5_P15_A05","HNSCC5_p15_HNSCC5_P15_E02","HNSCC5_p5_P5_F06","HNSCC5_p15_HNSCC5_P15_D07","HNSCC5_p15_HNSCC5_P15_B01","HNSCC5_p15_HNSCC5_P15_E01","HNSCC5_p13_P13_H04","HNSCC16_P2_G01_S73_comb","HNSCC13_p19_HNSCC13_P19_E12","HNSCC6_p15_HNSCC6_P15_LN_C12","HNSCC16_P2_G02_S74_comb","HNSCC6_p15_HNSCC6_P15_LN_E01","HNSCC5_p15_HNSCC5_P15_F05","HNSCC16_P2_C06_S30_comb","HNSCC18_P7_A10_S106_comb","HNSCC5_p7_HNSCC5_P7_E06","HNSCC5_p3_HNSCC5_P3_E10","HNSCC5_p7_HNSCC5_P7_D08","HNSCC25_P20_B05_S305_comb","HNSCC6_p8_HNSCC6_P8_H11","HNSCC6_p15_HNSCC6_P15_LN_C11","HNSCC6_p15_HNSCC6_P15_LN_A01","HNSCC24_P13_R_LN_B05_S113_comb","HNSCC5_p5_P5_F04","HN25_P5_C12_S36_comb","HNSCC6_p15_HNSCC6_P15_LN_B07","HNSCC5_p15_HNSCC5_P15_G07","HNSCC6_p15_HNSCC6_P15_LN_D08","HN25_P5_G10_S82_comb","HNSCC5_p7_HNSCC5_P7_D01","HNSCC6_p15_HNSCC6_P15_LN_F03","HNSCC5_p7_HNSCC5_P7_A10","HNSCC5_p15_HNSCC5_P15_A08","HNSCC24_P13_R_LN_F08_S164_comb","HNSCC5_p7_HNSCC5_P7_C06","HNSCC6_p15_HNSCC6_P15_LN_A03","HNSCC5_p11_p12_hnscc5_p11_p12_H11","HN28_P3P4_A02_S2_comb","HNSCC6_p15_HNSCC6_P15_LN_B08","HNSCC5_p5_P5_D09","HNSCC5_p3_HNSCC5_P3_C06","HNSCC5_p5_P5_B08","HNSCC5_p5_P5_C07","HNSCC5_p11_p12_hnscc5_p11_p12_E07","HNSCC24_P3_H01_S85_comb","HNSCC5_p5_P5_G04","HNSCC5_p11_p12_hnscc5_p11_p12_A02","HNSCC5_p11_p12_hnscc5_p11_p12_A04","HNSCC5_p11_p12_hnscc5_p11_p12_E12","HNSCC16_P9_G08_S272_comb","HNSCC5_p3_HNSCC5_P3_C05","HNSCC5_p5_P5_A06","HNSCC18_P13_A09_S297_comb","HNSCC6_p14_hnscc6_p14_E12","HNSCC5_p5_P5_C03","HNSCC20_P12_C03_S315_comb","HNSCC20_P3_B01_S13_comb","HNSCC20_P13_A10_S202_comb","HNSCC20_P13_C10_S226_comb","HNSCC6_p15_HNSCC6_P15_LN_H08","HNSCC20_P3_B02_S14_comb","HNSCC20_P3_H01_S85_comb","HNSCC20_P3_C01_S25_comb","HNSCC6_p15_HNSCC6_P15_LN_H01","HNSCC20_P12_D03_S327_comb","HNSCC20_P2_F12_S168_comb","HNSCC20_P13_H10_S286_comb","HNSCC20_P2_D06_S138_comb","HNSCC20_P13_A07_S199_comb","HNSCC6_p15_HNSCC6_P15_LN_H11","HNSCC20_P3_H09_S93_comb","HNSCC20_P3_E09_S57_comb","HNSCC20_P12_D12_S336_comb","HNSCC6_p15_HNSCC6_P15_LN_B01","HNSCC20_P13_A06_S198_comb","HNSCC18_P13_A05_S293_comb","HNSCC13_p1_HNSCC13_P1_G10","HNSCC16_P9_G11_S275_comb","HNSCC18_P3_H04_S376_comb","HNSCC24_P3_H06_S90_comb","HNSCC18_P7_G09_S177_comb","HN25_P5_F06_S66_comb","HNSCC17_P3_A02_S194_comb","HNSCC5_p3_HNSCC5_P3_F08","HNSCC_combo1_HNSCC_ComboP1_C02","HNSCC16_P7_HNSCC16_P7_G09","HNSCC24_P3_D10_S46_comb","HN25_P5_G12_S84_comb","HNSCC25_P4_D09_S237_comb","HNSCC_combo1_HNSCC_ComboP1_A07","HNSCC17_P3_F02_S254_comb","HNSCC24_P3_B01_S13_comb","HNSCC16_P4_HNSCC16_P4_H07","HNSCC16_P9_E08_S248_comb","HNSCC16_P7_HNSCC16_P7_H02","HN28_P3P4_B10_S22_comb","HN25_P5_B06_S18_comb","HN25_P5_A09_S9_comb","HNSCC28_P2_A12_S12_comb","HN28_P5_C01_S217_comb","HNSCC16_P4_HNSCC16_P4_B11","HN28_P3P4_D10_S46_comb","HN28_P3P4_E02_S50_comb","HN25_P5_H11_S95_comb","HNSCC25_P4_E02_S242_comb","HNSCC25_P3_A04_S100_comb","HN28_P3P4_A03_S3_comb","HN28_P3P4_E12_S60_comb","HNSCC25_P3_F04_S160_comb","HNSCC25_P3_B12_S120_comb","HNSCC25_P3_G06_S174_comb","HNSCC28_P2_G07_S79_comb","HNSCC28_P2_D02_S38_comb","HNSCC18_P7_G10_S178_comb","HNSCC16_P9_C02_S218_comb","HNSCC25_P12_B12_S120_comb","HNSCC12_p20_HNSCC12_P20_A08","HNSCC5_p11_p12_hnscc5_p11_p12_D05","HNSCC_17_P9_A06_S6_comb","HNSCC16_P9_G03_S267_comb","HN23_P11_F01_S61_comb","HNSCC_17_P9_D02_S38_comb","HNSCC16_P12_HNSCC16_P12_A03","HNSCC_17_P9_D11_S47_comb","HNSCC16_P11_HNSCC16_P11_E09","HNSCC16_P14_HNSCC16_P14_B03","HNSCC16_P11_HNSCC16_P11_D07","HNSCC12_p20_HNSCC12_P20_G01","HNSCC5_p11_p12_hnscc5_p11_p12_G11","HNSCC12_p19_HNSCC12_P19_E11","HNSCC18_P14_HNSCC18_P14_E10","HNSCC13_p19_HNSCC13_P19_H09","HNSCC18_P13_E02_S338_comb","HNSCC18_P15_G03_S75_comb"
"CAD",4.29153080712635,4.17823312454367,0,0,0,0,0,0,0,0,0,4.46542288100647,0,0,0,0,0,0,0,2.72261160432988,0,2.96375984141226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21129401163207,2.6354861750915,2.64334239790309,3.16930745431566,0,2.26488634447853,0,3.61364560706459,0,4.59734320453335,0,0,0,2.40958502730695,3.16500578971234,0,3.79753976165029,0,0,2.67340626525676,0,0,3.21969139428625,0,0,4.19588239748461,0,0,2.98319187790079,0,4.24790644714234,0,3.09780614402806,0,3.06804384678182,0,0,3.72764707607079,4.19761379565311,0,3.55647766101111,3.2561786526421,0,0,0,0,0,4.10478263710012,4.22973775458607,0,0,0,0,0,0,0,0,0,0,0,4.66519718063252,3.64413129090042,4.41182057674561,2.8741503847564,3.48432685762218,3.69059289201036,4.02483698982674,4.25986779263563,3.03543723942094,3.92059327655559,0,3.68464777846485,0,4.12307003279771,2.63696818119105,3.45753680661647,3.24458537750511,0,0,4.19690553960876,0,0,0,0,0,0,0,0,0,4.95068392969886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64548223841688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06107388549599,0,0,0,0,0,0,0,0,0,0,0,0
"TPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99718637253899,0,3.06804384678182,0,0,0,0,0,0,3.40581380716317,4.67391621067987,0,0,0,4.39928076401759,4.52415992843334,0,5.41809236877761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22882240609508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAT1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80882133007858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKTL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLD",4.35050992336681,0,0,3.94895909607878,0,0,5.16344942182513,5.13558847291314,0,0,0,0,0,0,0,0,0,6.22604246211819,0,0,0,4.14392930567478,3.88611319169789,0,5.08267573921516,5.48820767730472,4.81183769185752,6.3656354988294,0,6.10569667845249,4.83183458226756,0,5.86510482975453,0,0,0,0,0,5.85444075546283,0,3.80445004887538,3.98603029244451,4.19525270946741,0,4.65639696532697,0,0,4.33169237467762,4.91303843470626,0,0,5.12456465830503,5.36917428619818,0,0,0,4.56494147144186,0,0,4.41435742294987,3.46011620143927,0,4.0080817205101,4.2944108477593,0,0,2.32825582829438,2.37024931872194,5.10096307810543,5.14383408286542,5.27677196191144,4.06063429994113,0,4.19375701059329,0,4.49955917953617,0,0,0,3.19093019118147,3.95489423830753,3.59950084439544,3.48768675262359,2.64186408396921,0,4.12211696488935,0,4.47360403860655,4.84215703572371,3.98060779406598,3.25692541553291,0,4.43439944721392,5.04956706170858,3.59128915389504,0,4.43271158556086,0,0,0,4.64954813597006,4.86100146601191,3.87847157732381,4.88915092050135,4.43501314693815,4.31951462326185,4.64864471659393,4.59953546459661,5.02814654303246,2.58620189067841,3.44140440643599,2.24283093915436,5.27503185180672,4.56327355161277,4.38865199001286,4.79948401355454,3.67197140739795,4.0821417969943,4.89092707993597,4.4965851079406,3.21450421026663,0,0,0,5.20233301325162,0,4.35197969479058,0,0,0,5.41304615400112,4.84453242532833,0,0,5.27532187941058,0,0,0,0,0,5.34554686547094,4.30055709198751,5.53231641808832,0,0,4.75601286563665,4.37461692648577,0,4.84898527563376,0,0,0,5.62506004455701,5.67032859692556,0,0,0,0,0,5.86375420420571,0,0,5.39342863204143,5.77336923217777,3.83747658139917,6.18334464347967,6.06919915196951,5.82776798174032,2.97500848886768,4.49269471980732,5.60301049162663,4.61992714537704,5.72081653555713,4.8932209901893,0,0,4.9680753298695,4.58902409332582,3.6926297236261
"SLC5A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91773815352381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06853546335093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G6PC3",0,0,5.28684748949544,0,0,5.81908650102158,0,0,0,0,4.35468658134916,0,0,0,0,0,0,0,0,0,5.22465500394459,0,0,0,0,0,0,0,0,4.99501164229645,0,3.48397304246229,0,0,0,0,0,0,0,0,4.93320058705415,5.29539734614093,4.10756827466663,4.33703941131132,5.83715886865021,5.50172056608993,5.68497568911134,5.98258387988104,4.85106282516129,5.14609555884906,5.9239204119452,5.85508068030293,5.41938980868901,4.77131380498843,5.62749314369568,5.1710279798254,5.60938354290601,0,0,5.38722289763713,4.33796902311559,0,5.02807314147463,0,3.93959862798994,0,3.55447352768688,4.95577056449726,3.97761146698633,3.71261840460281,0,5.0254304854172,4.12370534720854,0,0,3.62672059157461,5.7042572903567,4.16639330815375,0,5.20669745097603,4.2185984075016,3.74364470816936,3.83532452302614,0,4.34106707313915,4.18525004757442,4.65835309424176,3.34635421181257,3.51808090527701,0,4.67459244028766,4.19572497991759,6.35444292973708,0,4.05390550948215,4.48246629862785,0,0,3.96520744352044,5.48324652001188,2.30258585874352,4.1106710927532,3.66071629097994,4.59378938195902,3.1032607064685,3.73194562554365,3.17054921177678,0,3.82952676723809,3.85119899768489,0,0,3.85821382635115,4.26650600784311,3.33501982798326,4.76131410726651,4.91289063410361,4.74951422318697,3.43076625621224,4.92877148271543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14879440661401,0,2.23323939177514,0,0,0,0,0,0,0,5.62963984168649,0,0,0,3.64729843395412,0,0,0,6.71098599888597,0,0,0,0,0,3.86390244389583,0,0,0,0,0,0,0,0,0,3.12102613135692,0,0,0,0,0,0,0
"PAH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AACS",0,5.11273091159331,0,0,0,0,0,0,4.35862954334265,0,0,0,0,0,0,3.00220552078429,0,0,0,4.28288521472231,0,0,5.66568305318546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.151529764352,0,0,0,4.27196906471953,0,4.49872042035369,0,0,0,0,0,0,0,0,4.1035088687956,3.94716940264796,4.43792772521719,0,0,4.53358983645533,0,0,0,3.06666694077703,2.71133712510829,4.48231356264365,0,0,0,3.25851181039805,0,4.84460665023475,5.24898665468231,0,0,0,0,3.76881320834476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08278048673292,2.33795359351409,4.57903349438689,4.1295795777365,0,3.46420465006631,4.63508561984077,3.56274617423382,3.42162748803075,0,2.73175119116763,0,4.54172063606923,0,0,4.29511126094439,4.63998365454238,4.42641803564791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77667686731712,0,5.31256001078481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91340108240312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAT8L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACADL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00243750985373,0,0,0,0,4.49689017800578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51205454375743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCCB",0,0,0,0,0,0,0,6.18786298598016,0,0,3.1063737568322,0,0,0,0,0,0,3.01891343762238,0,0,5.78904186852495,0,0,0,0,5.4386996610841,0,0,5.52118789993583,2.84314896411791,0,0,0,0,0,0,0,3.71380190373346,0,0,0,4.38772721344956,0,4.80811780520408,4.63222126103386,0,0,4.76788187449158,0,0,0,5.19767662181105,3.97744946648899,0,0,0,0,0,0,0,0,0,3.75792036571863,0,0,0,2.36649417244637,0,0,4.89307300602386,3.33254772704824,0,0,0,0,4.88715250182228,5.95656032763945,0,0,3.94895909607878,5.05748335450706,5.33665356484887,4.60973557880855,3.33794780605829,4.59696518828325,4.3594024847329,3.40815352535061,0,0,0,0,5.85870672680938,6.17536603503496,0,5.30162660805011,2.68584965612859,0,4.78607654528542,0,0,4.9052770655985,6.02382219036859,5.11718766902936,5.15171167304589,4.82953148164834,4.5814562300762,5.32602067540024,6.08539999326452,4.91931871013844,5.51235382023105,5.08435890855723,5.5002114700259,4.48796336201839,2.88874997131675,4.31625419722026,4.02556109638488,5.75027550171187,5.36881318100154,4.63659291231238,4.43754427478513,0,5.37906653402527,3.49986807888602,0,0,3.36765964714522,0,0,0,0,3.69737938070298,0,0,0,5.90070249698472,0,0,0,0,0,0,0,0,0,0,5.88734811892296,0,0,5.15783656237442,0,0,6.34310760613417,0,0,0,0,0,0,0,0,0,0,3.69288427414594,5.76282206510209,0,0,0,3.74314020949401,0,0,4.89950904044079,6.37767066019302,0,0,0,0,0,6.50380772168092,0
"HK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85422094386202,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49819921626077,0,5.67461621484043,5.50782798945485,6.84403510183976,0,0,0,6.26440797159937,4.04460329592757,5.45763562033483,5.29503512829931,2.21812205121549,0,4.76004497917433,5.74870687419549,3.94155319187634,5.1493778936758,5.04634092631726,4.37878325733856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACO2",6.44013455747695,0,3.62861028242906,5.76688451026228,5.59656450627333,0,0,4.49200803708571,0,6.32233270076812,4.76534469239096,0,5.05660393445388,6.18334464347967,5.77607679884268,5.68561858571795,5.04905385092413,0,0,0,6.27350200588605,4.6407370278712,5.87043580357342,5.97960647653839,6.02169740293402,0,4.61396422365814,5.76239441292245,0,5.11441144798448,6.63471293190882,5.59097689958397,2.59374941867364,5.89985021857878,4.93969444845706,0,0,5.88571404145738,4.74248926868669,0,5.29568711633492,4.06351620474619,4.24665464806025,0,5.23722367974825,3.93201930280019,4.67121093753605,0,0,4.36218456365299,4.52454031922658,5.26981072049131,0,0,5.22545438470002,5.58696465915597,0,3.98562577400245,0,0,0,4.81964638708284,0,0,3.95026039392231,5.15353475048264,4.97470293648613,4.96299241237042,5.20109625926499,0,5.1182834371315,4.87123006192458,4.71203091639121,0,4.1136931610123,0,5.63178639545771,4.59197425775515,5.6488106488072,0,5.89217892445202,0,3.96025580051345,5.0553580176138,5.67826025694627,4.85870280245196,4.72221627418786,4.13418065399664,4.67466757472388,2.83733250578416,5.67361582001117,4.97816299691591,5.37697288118724,5.18617674295623,5.77906914100067,0,5.53332136421874,4.58130482361686,3.48220356004038,5.13120888450386,5.56904643543334,5.75277090435842,5.16016936718923,4.8366625125845,5.61274856334353,5.91369758751749,5.78562294933317,5.62355715508088,5.6693280732379,5.5689747412608,4.92515349118373,4.33858871381154,5.43632271810721,4.81570537312677,4.75429512946656,5.32189644496205,5.85920439373546,5.30662329969984,5.66003605226359,4.9537803262572,5.45929098335591,5.21375140051153,5.21244259617649,6.04888747001118,0,6.79118700757814,0,0,0,5.64523486865091,0,0,0,3.66327635547006,5.77636179427309,0,0,4.76444910694177,0,0,5.47303380423454,4.92581808036283,5.72602535734296,6.05808893656816,6.54924532616746,6.62538454579966,0,0,5.20669745097603,0,2.21920560887273,7.00088823223344,5.98520666740622,0,0,0,0,0,0,5.81502972768838,5.32312655341411,0,5.79124975389883,4.95149494613745,5.89615680995592,0,4.99067229456007,0,0,5.19170911713723,0,6.8102994703902,0,5.38592383054665,5.97719605311811,0,0,5.70182983665295,0
"GOT2",5.71824751556637,0,6.58595540417815,0,0,0,0,0,6.34176976547398,5.8308273833326,0,5.45144510340844,0,2.1517686875615,0,0,0,0,0,2.57255800705753,4.9269995053924,0,0,0,0,0,0,5.48597886107568,0,5.93364401332091,0,0,0,0,5.32167936038885,0,0,5.27967184976869,6.1015248563179,0,4.71547682907215,4.06527682101714,4.32548912217684,4.83762791204664,3.92671680850924,4.23091360482558,5.08377347532734,5.02036430395188,3.86703311027591,4.21223777463289,5.21825889293875,4.45019070675378,0,4.97153673517178,5.30539232995836,6.16385500533571,0,3.71109639198218,0,4.79091957162116,0,4.81139135535173,2.34469156198314,0,0,0,4.03705664655315,0,0,0,0,0,4.45156939477492,3.02140727821846,4.73276798173847,2.39243159622443,0,0,6.05384232369719,0,5.14273972870738,4.01533640628574,3.80802694133857,0,4.75795439916018,0,5.07952854227591,5.32073863763424,0,0,0,0,0,0,5.84370269709409,0,5.01911589352578,0,5.72067381718887,5.25239819789967,6.4458997814528,6.86803538792962,6.23189766340517,5.81737843825845,5.55936617398817,6.29802790314944,6.52979541576937,6.17402438446049,5.56402743066519,6.2808326251734,6.41327080133699,6.0663687638898,5.99342847543263,5.69975922556062,4.54354357127822,6.25383176103275,6.36324228047322,6.00419963414006,5.42385827494176,6.59086753184316,5.05462508601222,5.5561387238983,0,5.41607400043402,0,0,4.77549068199236,6.01801420943489,6.01673919012158,0,0,0,0,0,0,0,0,0,0,0,0,0,5.873705119093,5.36621306853184,6.57781465463954,4.95694985350569,0,4.63184432255475,0,0,0,0,0,5.57298935256962,0,0,0,0,0,5.88152197932654,0,6.10138343260064,0,0,5.36953538614837,0,5.92299761930934,0,4.47138733293833,0,6.25305609759781,0,0,0,0,0,0,0,0
"SLC2A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49589940550911,0,3.65251578503268,0,0,0,3.70153195730139,0,0,0,0,0,0,0,0,0,0,0,0,3.94391419864944,4.38526072169712,4.88359913021576,0,0,3.87098541826545,3.63393207553125,0,0,4.06407644584944,0,0,0,0,0,5.29307905396244,4.53997338359476,0,4.23107037276684,0,0,0,3.54819439254522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30027340836643,0,0,0,2.58550403584666,0,0,0,0,0,0,3.90317131799977,0,0,0,3.71092725368399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.609282422602,4.27220312121476,0,5.4072778480752,0,0,0,3.74456950635532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
