"","A1S1","A2S9","A3S17","A4S25","A5S33","A6S41","B1S2","B2S10","B3S18","B4S26","B5S34","B6S42","C1S3","C2S11","C3S19","C4S27","C5S35","C6S43","D1S4","D2S12","D3S20","D4S28","D5S36","D6S44","E1S5","E2S13","E3S21","E4S29","E5S37","E6S45","F1S6","F2S14","F3S22","F4S30","F5S38","F6S46","G1S7","G2S15","G3S23","G4S31","G5S39","G6S47","H1S8","H2S16","H3S24","H4S32","H5S40","H6S48","A7S49","A8S57","A10S73","A11S81","A12S89","B7S50","B8S58","B9S66","B10S74","B11S82","B12S90","C8S59","C9S67","C10S75","C11S83","C12S91","D7S52","D8S60","D10S76","D11S84","D12S92","E7S53","E9S69","E11S85","E12S93","F7S54","F8S62","F9S70","F10S78","F11S86","F12S94","G7S55","G9S71","G10S79","G11S87","G12S95","H7S56","H8S64","H9S72","H11S88"
"PCK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40278929078301,0,0,68.1844380680945,0,0.242624529649876,0,0,0,0,0,0,0,0,0,0,0.239794738772983,0,0,0,0.270620990026629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4471639897874,0,0,0,0,0,0,0,0,0,0,0,0,18.5932327881237,0,0,0,0,0,0,0,0,0,0
"IDH3B",23.3250023620907,0,23.1191638071351,7.19798910107534,28.8289682493233,15.8078387772723,0.603373723628957,5.81158119601322,68.4528313181013,68.4254313640022,20.2940494113021,0,7.86489526043186,99.6103358596175,5.5598184227797,0,1.80859588348258,42.5937524096251,12.6378177960602,191.802530319602,28.5704049820921,36.6511783594067,39.9153450614423,32.3162611428647,1.00363468005561,118.883156811737,29.6646336989213,68.4960143216503,0,21.5526339181233,1.259029895659,51.0407421847033,45.6701742366459,41.4968219036493,4.71771568769097,3.40801348499134,0,1.68744578880019,13.3046378903315,50.3862252500728,42.361646965607,5.24167848028882,0,8.72646990473454,82.1088095960917,0,17.2387694861376,54.8469974084327,203.998962959939,4.72487539250589,0,63.4152753918006,32.7206905154368,1.4801424344469,33.6963363386972,8.36889428334653,40.2634035078556,36.5611318595951,59.0153868916636,1.86822744385582,0,0,2.42767358273298,1.84774804962733,0,1.39411903565715,0,0,0,9.92526233394376,212.959060151329,1.51164948087096,0,24.9226668872546,68.630103748734,0,3.76601868633885,162.124116481305,0,25.5553216284343,0,16.8915931875876,122.809318277859,0,12.7060128953374,285.398199428961,2.06276950846853,0
"PGK1",392.416529395871,887.802759206725,364.131164778364,579.835763823154,405.438754887359,419.436573933383,515.428688475913,481.123308567931,501.375088934794,589.953739065276,850.562400007986,667.682557273508,694.224645995018,915.781160929645,626.494406270764,783.115909650718,856.085251052712,485.1621550565,459.75396601561,550.477678922972,886.023173501438,775.814616158892,1573.93289353187,1053.03171552489,253.351033078803,235.255306715174,590.17661949409,1067.03109316499,755.576370831521,736.815987979404,686.573686684062,437.811460810885,502.048460850856,296.248225512701,412.116721181963,303.406094493017,390.559901713256,596.221704395495,844.78185261662,737.781991749108,498.323402070229,225.084756420835,516.466940767417,683.953261295473,352.038057422102,456.682491954151,317.803887243671,643.103992486173,294.122399344094,117.161069538214,39.5029710161264,201.019937728039,60.2493864647005,54.9054257593483,306.866412151664,272.218095742776,149.103227675407,181.170563512906,81.3694248935125,58.8064867834334,284.757363397866,117.23013566732,490.606200634359,204.311029736196,824.112190359733,231.971366786832,597.515045218403,0,131.12338960041,115.745604970701,279.306065342581,279.554718524193,570.395213223456,462.460285885387,301.892294592896,188.137985916379,146.840476427362,274.898003824013,131.20211862859,212.660186408195,352.874961317773,619.538325331889,323.564434491298,391.06890513105,56.3472860910614,0,362.396108780289,0
"GPI",349.523197510688,270.484953970858,131.457234381425,302.140964151295,641.806432889987,215.922775221732,242.051924532822,336.225008512699,314.270294315983,648.637958449469,255.590991049279,542.949276795045,857.907470467764,1313.44774797321,760.121570833626,702.866629233378,910.878565102787,466.475094894684,273.877893997028,309.989788248473,511.095761512668,313.573009465516,482.064920261919,549.459873164879,295.605053652461,296.416211156911,615.588459844397,868.786491547876,258.222196534809,293.290997626402,97.0666636783218,258.686619918344,614.961838128466,291.406786651746,585.752091883107,161.679720339093,306.995910727814,307.413165031796,587.244551816898,411.399444848534,499.164138747028,220.88475492691,468.033478161487,540.845765364331,276.962688662501,459.171323492913,246.059849033476,368.537639142369,293.734825190658,225.975573863424,221.682194576425,168.336661085978,115.855148778283,108.414910403704,118.410328805278,268.228586596656,230.860599173774,283.994736545432,96.4936981456612,175.156082258578,241.549977898177,105.365592123404,126.797934735155,127.011994665055,54.5696177145142,144.530609278725,100.883865230166,0,84.6609659523825,78.5147505912467,51.7448798441394,112.662696829813,281.911042616317,1135.61672732201,120.127379870218,178.457986678993,52.2517527343851,229.130596458684,21.0449061700231,191.074737883597,31.0870302970413,195.104204149915,121.293736644945,448.22227462769,102.997008238974,19.7084109779031,91.1189945860218,16.4890862638866
"OGDH",0.244518646888091,0.149940769797352,0.6974056190166,18.9990794034073,0.175360682201874,15.7997766494616,0.297286055384939,5.98711508277468,13.7132341983125,6.96964744148635,27.2521946957018,36.4738234093261,11.3669122184934,20.4309284772155,7.12233015687453,10.3319681573701,3.34164992771098,21.2776867610153,3.68991577820279,12.9039314580658,0.818419738305476,1.9628551875281,0.58999630003487,21.7123998482988,4.69772305665569,3.96055232353525,0,0,0.930016986258045,0,0,0.711738593351683,38.9223509103599,3.92666664078677,1.05656745509533,4.02995959277057,4.53369278479098,5.81990659864696,0.578407002333988,5.35034748398872,9.79173293264875,35.7260799324638,0.217587586798762,1.79149458137025,6.44424380649366,19.1107056234828,0.943738990635854,8.65595299940816,8.32122022793863,1.61167571523791,8.85549835751598,16.8605676356047,0.339404030924846,4.37565331580636,2.27190714205205,0.317185170904334,0,16.4742515654365,0,2.02507248875842,0,0.232969097022031,0,0,37.0168996647938,9.89123442020333,0,0,0,0,0,1.15857664840138,0,0,16.6497726973031,0.156683275772859,0,0.111563657933151,0,0,5.15572708440838,0,10.9463389121167,41.2587268048036,1.41362358811416,43.4778344359678,12.3993431486588,0
"MINPP1",0,0,0,0,0,0,0,12.141152674056,0,0,0,0,6.69402723260232,0,7.09817003876434,0,0,0,2.390309334106,0,0,4.40796358923337,0,0,0,0.360087910191586,45.2027452097926,0.336987451824712,0,4.78540058250108,0,0,0,0,0,0,1.67823082195631,0,0,0,0,0,0,4.95155796760689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192721040395132,0,0,0,0,0,0,0,0,0,0
"ENO3",0,0,0,0,0,0,0,0,0,14.5596885205068,0,0.385000648248692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381863943865548,0,0.265816190388239,0,0,0,0,0,0.21214130421699,0,0,0,0,0,0,0.282797995220126,0,0,0,0,0,0,0,0,0,0,0,0,0.208360113164145,0,0.563104028881164,0,0,0,0.284475748853762,0,0,0,0,0,0,0
"ALDOC",0,0,0,0.450752293678289,43.6844540976937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6587112514766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31096669320332,1.41097570048803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAPDH",2664.12457728577,7605.93743795281,1712.52734031616,3317.88042699761,2685.10735343003,3894.32831552611,2441.49439042685,3832.51510803934,3092.72862454992,2428.85495596775,3072.2826233123,3310.38874733189,4669.04559559027,5968.25867188383,6851.63915592229,4282.04682843201,3888.48554811893,5805.62249895757,3247.87630797865,2862.52968249842,4850.70927077537,3526.95051638065,4837.50389109458,4464.59782021609,2943.63661252317,6221.78372762152,4155.56573847243,3867.32813713515,3648.10129011032,5310.41301800592,2308.93426396498,5917.79402823239,3474.10808863513,3103.15767714975,3299.87530363986,3026.85993066566,6486.67758096061,2757.4881274479,6022.95735414617,3346.90744560709,2725.07753343221,3890.44741415122,3055.21438540689,4420.42904407516,2921.45417780058,5496.91728750655,2547.23310905053,4861.72473889309,2608.99027799748,921.401055667029,1234.78880540627,1182.6279157565,787.161176277819,718.863621228785,1662.19323033872,1405.29203855866,1060.13635982921,1300.78137258944,1860.38698717848,2099.12155456675,688.57814620901,1384.77972279226,2130.86634080921,1088.33537822243,4083.42731791222,2516.49728680703,1596.66909068132,3503.47676275244,1940.37067701309,1442.02388458347,2028.93353200632,1164.74319440486,2871.63083336696,6499.13043609215,1446.87023961542,1686.31255941305,1687.1684756003,2045.37988616394,929.589501796804,1379.25405159,965.799079973653,1958.60958461164,1115.63861636333,1784.19957259336,747.192232652336,7.53031871983618,1222.44481841459,130.565347831304
"TPI1",837.027175781133,971.570650719715,710.099262277293,1330.06784812473,1395.82231902631,760.904715706976,857.609711515008,965.421825043062,1089.56861950833,1536.29519286604,596.990803163733,1075.91083379785,984.035887100875,1654.52767862825,1090.49063621116,731.018635924542,1333.90661656371,1440.12533393064,918.502035323078,1043.96108789753,1258.02814148625,1712.36651324681,1354.40497543647,1638.63392303672,1172.23025178475,1187.78971480296,1001.67473465172,1006.1906131563,1626.97378246424,607.007780093554,736.161774602347,1328.52774359176,1081.99180138902,1417.42385187558,848.541845468012,868.356787066927,1609.07113697248,1659.40523130307,760.071788278153,621.103212280565,1086.92625608102,1583.49990606145,486.201880341687,869.761330024092,831.072753269422,1025.32936300792,852.866246716541,1629.13245702384,740.728909360557,688.332769916375,412.282783363013,237.753217984118,396.556527102674,637.827774609747,628.589455715384,777.609402849227,471.069891144575,339.877096401444,914.235773154671,1008.8815681032,716.951149419546,375.369300455478,432.074107356706,582.794961665091,1055.90557272489,987.192005504947,851.868733504776,0,973.045074323332,894.566099772203,392.564612521714,643.220913072845,1154.65716239044,924.443296252697,635.27115545688,835.669671026117,343.728709967354,609.447884563553,668.311598070419,219.653361385924,345.03705349752,693.003451122275,516.520419610941,865.203417764525,264.204004771571,20.407163730756,862.517732799773,0.529977262915466
"ENO2",12.7959617991916,78.4658506370023,20.0869977832617,1.54146544719695,75.3354570095615,2.16658175412997,103.474435806326,8.87034061805114,0,0.197258101889603,59.6512002862769,0,0.314399846352544,22.9726818097531,25.0035982678267,1.95596500661469,29.5521229844707,4.78881230008355,1.1226618316069,0,0.796816974832335,1.43328318528681,7.89831533636963,35.2321430225452,2.1063199679887,22.3242728493643,4.59037244569816,48.906553578343,26.93768891895,30.904081936669,13.5890528752207,48.5066227508262,11.4721094945913,0,0,0,2.36465506144369,0.674557866518741,4.69282952917555,0,0,0,0,85.4661343943957,30.9350129312994,0.505605030815359,29.8619209697577,0,0,0,0,1.29143085716771,0,0,0,0,0,0,0,0,0.210021652770353,0,0,0,0,0,0,0,0,0,0,0.100713857546154,0,45.2598358551456,0,0,0,0.135773571088932,0,0,0,0.22018788637629,0,46.3806474017501,0,0,0,0
"LDHB",744.805601776886,323.423195489638,867.261177289459,814.534629551976,243.49151111165,389.055130150848,189.518614556745,848.825773706148,674.189389471838,1609.94134084314,448.240195841833,995.996031694778,656.955079012574,565.512579545158,888.474826553758,546.576393922309,652.899172980711,865.181431161513,459.988574745778,1234.59320359265,555.759405316464,909.515238792753,733.004968518235,907.882995178969,791.554358036733,668.435183300384,774.477332628721,227.597913289247,477.229346574327,493.241881174259,564.838319000223,721.824936899438,581.550834484102,1360.2833499921,712.679010905877,545.490088692905,1166.54763973396,379.487305670184,451.907212767776,464.245866662338,695.326716787317,534.140889604953,407.772850857768,493.12404786617,791.621595587948,610.963763086525,745.031788075154,1210.19144785116,793.990376489362,1135.65357245764,787.676513490907,753.911474049151,1695.67812628204,669.980047258616,757.283437871947,1392.71617076591,849.904702876012,644.576428491202,1743.29610776651,1070.72166913164,752.316569893618,965.562797950178,684.394957177484,1281.99135182229,658.610976278808,1033.90101639745,635.5486005852,875.281950198208,2280.67266004071,1281.85065824939,320.960307130252,1110.33877893375,1399.83272576677,1138.53082516569,727.896660623813,323.462984421703,882.313601656793,1079.29106192755,174.411699746745,718.882836932897,841.94941778856,388.0464939512,889.894433131597,261.04025343214,280.758737593196,0,805.186276664124,246.564681687591
"SDHB",159.372129280415,48.5468260879622,90.0253776521794,32.1641604197408,119.491709047729,105.48489914868,244.09334493889,144.324724160087,25.8822354459774,63.4546944862054,6.63829181934821,137.590036705156,48.1085399336722,62.0331567316721,145.503067697407,19.9206762171299,21.6858873998162,34.5413456561311,23.4254198266895,123.684001123722,113.613413679566,184.01009985664,67.4206169991106,110.27288696309,119.293925874132,75.4306654957628,115.238368339963,24.3561718633211,5.1169821672833,91.1899784256366,7.87635193051985,72.2955269802554,218.141586344843,69.6276893923538,81.8329089123919,242.339104796646,195.649994232368,15.2482408388983,93.0243853144459,134.055107650821,164.131573627657,251.400437981099,103.141111818695,172.874133494564,76.5192150332844,258.913004802235,97.1925941804858,27.6995298078978,189.992715901703,55.7060240107076,154.006278650628,0,33.0388180550157,51.6994754585881,6.65685970698123,81.888398996837,15.3105598554242,67.7696004936046,252.161737735447,72.4620318276432,77.4207032689256,41.9051034184428,25.8183381340905,7.22456728786559,0,92.4474194574447,78.7894994922351,0,131.52829087621,95.6206707229077,182.258976034841,57.966142971297,228.383525154585,222.733500868919,39.5924837617203,32.4936421381424,307.259017052332,0,0.638429322492878,194.438029589781,93.234095794925,29.863809359463,94.3729402553493,90.4660973650588,73.0771376863633,16.5777122101999,2.15074302527974,0
"DLST",5.03977114399235,0,0,0,0,0.509622884034638,0,0.596137020186451,0,0,0,0,1.18324900416285,1.01715372543041,0,0,0,2.00253044753677,0,0,0.562281341086356,0,0,0,0,0,2.42942939505912,0,0,0,0,0,0,0,0,0,0,0.317338706216124,0,0,0,2.71079258695816,3.73724613369741,0,0,0.237856608452808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157305651188215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACO1",8.09387468084366,0,9.77906374496649,0.174692616266053,0,1.68806256425768,5.94532761192726,0,3.96162279387099,2.79438098672863,0,0.6561572927664,36.165054357876,0.153145249857987,9.2565273417935,0,7.8350743639275,6.43212956455666,0,1.96294281825017,0,0,0,2.66188050791116,2.38706969767297,0,23.5725574437864,1.47980088705978,0.128269715378012,0,0.142595620655488,0,7.33939722090516,14.0995819757336,1.31151417523283,1.15795772547621,0,8.40916068623005,0,9.74067762194234,1.42157312561496,0.445247804728703,0,0,0,1.86223936333337,0,0.582363676155885,7.24849613223342,0,0,0,0.585140635710935,0.754373056762116,4.82070405135313,0,0,0,0,0,3.45122146522655,3.53446960961815,1.7322117779535,0,0,3.22107005146485,0,0,0,0.269788467623917,0,0,0,0,0,0.648301681093261,13.1158891026176,72.1653692979684,0,0,0,0,0,0,0,0,0,0
